Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,923.84,1093.85,1208.73,1222.65,1261.53,1240.48,1291.99,1350.93,1289.5,786.62,BANSWRAS
Raw Material Cost,460.2,552.59,582.11,620.91,600.17,599.45,613.82,612.0,527.98,333.97,BANSWRAS
Change in Inventory,36.29,8.43,3.01,6.16,-11.42,10.17,-8.77,-10.01,-31.24,-11.7,BANSWRAS
Power and Fuel,89.02,106.98,103.41,29.13,104.17,105.53,126.36,131.34,119.59,74.37,BANSWRAS
Other Mfr. Exp,109.43,92.32,100.02,185.34,109.4,109.72,112.86,165.71,147.08,82.46,BANSWRAS
Employee Cost,107.32,130.98,161.04,180.69,195.86,218.35,236.02,237.08,241.94,153.35,BANSWRAS
Selling and admin,46.43,63.07,67.11,72.51,76.36,75.32,71.94,65.26,61.73,42.39,BANSWRAS
Other Expenses,16.05,8.83,20.3,2.37,3.62,8.6,11.17,9.34,15.76,12.52,BANSWRAS
Other Income,3.92,7.56,3.56,16.69,10.83,12.4,17.35,10.59,13.32,19.52,BANSWRAS
Depreciation,43.11,51.68,51.96,59.39,57.54,57.63,58.4,54.87,51.2,46.48,BANSWRAS
Interest,75.2,82.3,81.3,80.7,69.99,63.03,59.13,56.4,48.72,32.56,BANSWRAS
Profit before tax,17.29,21.09,48.05,14.46,43.83,25.42,10.87,19.51,57.58,16.34,BANSWRAS
Tax,2.41,9.02,21.42,6.43,16.63,6.43,2.95,-4.64,4.19,2.41,BANSWRAS
Net profit,14.88,12.07,26.63,8.03,27.2,18.99,7.92,24.14,53.38,13.93,BANSWRAS
