Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,72.21,72.21,72.21,72.21,72.21,72.21,72.21,72.21,72.21,72.21,UFLEX
Reserves,1220.08,1413.27,1521.51,1615.52,1795.3,1969.58,2045.82,2072.82,2187.39,2404.14,UFLEX
Borrowings,1164.7,1064.8,960.44,796.96,926.45,1238.12,1418.38,1406.61,1238.59,1289.45,UFLEX
Other Liabilities,877.54,879.06,814.4,780.77,763.15,800.41,891.26,852.04,922.07,1153.95,UFLEX
Total,3334.53,3429.34,3368.56,3265.46,3557.11,4080.32,4427.67,4403.68,4420.26,4919.75,UFLEX
Net Block,1448.53,1397.41,1282.53,1281.78,1328.3,1526.03,1970.82,1966.66,2019.06,1977.73,UFLEX
Capital Work in Progress,8.81,14.45,72.72,26.36,218.71,480.27,174.1,173.04,28.64,70.85,UFLEX
Investments,490.48,660.01,530.49,448.26,437.46,407.2,414.88,374.47,461.86,463.14,UFLEX
Other Assets,1386.71,1357.47,1482.82,1509.06,1572.64,1666.82,1867.87,1889.51,1910.7,2408.03,UFLEX
Total,3334.53,3429.34,3368.56,3265.46,3557.11,4080.32,4427.67,4403.68,4420.26,4919.75,UFLEX
Receivables,621.83,712.42,808.95,781.89,783.0,999.02,1128.66,1187.96,1114.43,1338.5,UFLEX
Inventory,215.25,218.58,216.66,288.78,271.71,325.15,406.46,387.51,481.46,512.43,UFLEX
Cash & Bank,87.15,90.34,144.03,72.61,189.29,121.7,86.53,85.27,67.12,200.62,UFLEX
No. of Equity Shares,72211486.0,72211486.0,72211486.0,72211486.0,72211486.0,72211486.0,72211486.0,72284187.0,72284187.0,72284187.0,UFLEX
New Bonus Shares,,,,,,,,,,,UFLEX
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,UFLEX
