Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,14632.37,16751.71,18229.92,19358.99,18560.97,16325.8,14020.13,14330.63,15134.33,14446.15,UCOBANK
Raw Material Cost,,,,,,,,,,,UCOBANK
Change in Inventory,,,,,,,,,,,UCOBANK
Power and Fuel,,,,,,,,,,,UCOBANK
Other Mfr. Exp,6.62,9.41,12.17,13.26,10.69,12.18,10.06,9.17,13.25,9.8,UCOBANK
Employee Cost,1383.84,1395.0,1549.06,1642.7,1836.08,1962.75,1842.34,1946.69,1930.17,2467.62,UCOBANK
Selling and admin,363.78,404.79,453.04,503.43,493.21,520.43,550.74,563.57,534.55,589.7,UCOBANK
Other Expenses,1963.97,2990.58,3531.6,3689.24,8427.88,4293.88,6117.7,10233.19,9060.76,6073.92,UCOBANK
Other Income,965.56,952.17,1320.51,2003.54,1596.31,2114.49,1121.0,1513.51,2871.21,3720.27,UCOBANK
Depreciation,78.12,87.15,109.63,135.5,136.58,153.14,151.84,136.88,137.29,134.42,UCOBANK
Interest,10730.27,12170.18,12170.83,13796.54,13712.95,12509.02,10895.4,10019.48,10042.06,8966.45,UCOBANK
Profit before tax,1071.33,646.77,1724.1,1581.86,-4460.11,-1011.11,-4426.95,-7064.84,-3712.54,-75.49,UCOBANK
Tax,-37.34,28.58,213.55,444.06,-1660.85,839.56,9.42,-2743.76,-1275.71,-242.52,UCOBANK
Net profit,1108.67,618.2,1510.54,1137.8,-2799.26,-1850.67,-4436.37,-4321.08,-2436.83,167.03,UCOBANK
