Report Date,Unnamed: 1,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,,45.87,75.1,96.94,15.9,66.14,97.81,78.74,66.71,84.6,GLOBE
Expenses,,41.16,74.22,92.76,16.71,66.76,94.85,76.56,64.14,81.0,GLOBE
Other Income,,0.24,0.15,0.65,1.3,1.33,0.51,2.06,0.53,0.43,GLOBE
Depreciation,,0.55,0.32,0.3,0.31,0.31,0.31,0.32,0.3,0.31,GLOBE
Interest,,1.79,1.62,1.88,1.38,1.48,1.57,1.84,2.14,2.33,GLOBE
Profit before tax,,2.61,-0.91,2.65,-1.2,-1.08,1.59,2.08,0.66,1.39,GLOBE
Tax,,0.27,-0.07,0.42,-0.13,-0.17,-0.17,1.3,0.17,0.47,GLOBE
Net profit,,2.35,-0.84,2.24,-1.07,-0.9,1.76,0.78,0.49,0.92,GLOBE
Operating Profit,,4.71,0.88,4.18,-0.81,-0.62,2.96,2.18,2.57,3.6,GLOBE
