Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,18.77,18.77,18.77,18.77,18.77,18.77,18.77,18.77,18.77,18.77,HITECHGEAR
Reserves,137.09,147.51,157.44,162.9,177.26,195.67,221.67,249.41,247.89,288.98,HITECHGEAR
Borrowings,83.77,47.31,41.76,44.21,41.55,123.54,181.95,253.42,190.03,203.66,HITECHGEAR
Other Liabilities,106.15,93.59,79.72,67.77,78.35,83.26,98.36,110.93,121.37,129.39,HITECHGEAR
Total,345.78,307.18,297.69,293.65,315.93,421.24,520.75,632.53,578.06,640.8,HITECHGEAR
Net Block,200.68,189.97,178.81,172.55,174.37,170.52,169.33,175.04,198.21,204.96,HITECHGEAR
Capital Work in Progress,0.3,0.32,0.16,0.8,2.53,2.81,2.11,13.8,11.59,24.51,HITECHGEAR
Investments,,,,,0.07,101.51,153.57,158.47,163.14,164.4,HITECHGEAR
Other Assets,144.8,116.89,118.72,120.3,138.96,146.4,195.74,285.22,205.12,246.93,HITECHGEAR
Total,345.78,307.18,297.69,293.65,315.93,421.24,520.75,632.53,578.06,640.8,HITECHGEAR
Receivables,70.08,29.73,52.13,64.08,66.46,73.02,99.71,109.03,59.0,82.47,HITECHGEAR
Inventory,24.47,22.39,25.22,28.21,32.13,34.71,45.71,73.97,56.2,56.96,HITECHGEAR
Cash & Bank,1.9,10.56,2.3,2.13,15.52,14.04,24.1,41.78,44.64,59.57,HITECHGEAR
No. of Equity Shares,18768000.0,18768000.0,18768000.0,18768000.0,18768000.0,18768000.0,18768000.0,18768000.0,18768000.0,18768000.0,HITECHGEAR
New Bonus Shares,,,,,,,,,,,HITECHGEAR
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,HITECHGEAR
