Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.27,12.03,ASAHISONG
Reserves,102.7,108.03,117.59,105.71,123.74,146.25,169.37,181.32,189.31,220.61,ASAHISONG
Borrowings,47.47,70.78,80.38,48.61,44.47,35.18,76.51,61.93,21.51,44.09,ASAHISONG
Other Liabilities,39.73,47.95,68.01,45.7,39.53,52.92,61.34,53.54,53.21,61.22,ASAHISONG
Total,202.17,239.03,278.25,212.29,220.01,246.62,319.49,309.06,276.3,337.95,ASAHISONG
Net Block,78.48,101.82,122.46,94.47,93.16,93.88,140.99,150.05,129.07,137.99,ASAHISONG
Capital Work in Progress,16.72,17.6,7.2,0.81,5.75,10.17,15.09,1.48,2.04,0.45,ASAHISONG
Investments,9.26,14.25,15.93,17.85,25.72,29.82,18.94,14.17,27.3,50.72,ASAHISONG
Other Assets,97.71,105.36,132.66,99.16,95.38,112.75,144.47,143.36,117.89,148.79,ASAHISONG
Total,202.17,239.03,278.25,212.29,220.01,246.62,319.49,309.06,276.3,337.95,ASAHISONG
Receivables,43.87,48.54,67.95,42.69,51.01,46.78,79.49,54.85,54.99,78.21,ASAHISONG
Inventory,25.28,23.84,32.02,28.84,19.35,43.05,36.36,62.25,29.21,45.97,ASAHISONG
Cash & Bank,3.45,1.87,2.31,2.7,2.63,2.63,2.43,2.96,1.92,2.01,ASAHISONG
No. of Equity Shares,12272262.0,12272262.0,12272262.0,12272262.0,12272262.0,12272262.0,12272262.0,12272262.0,12272262.0,12027262.0,ASAHISONG
New Bonus Shares,,,,,,,,,,,ASAHISONG
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,ASAHISONG
