Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,135.77,141.76,154.23,209.49,249.41,162.71,252.06,448.39,815.06,391.98,BAJAJFINSV
Raw Material Cost,,,,,,,,,,,BAJAJFINSV
Change in Inventory,,,,,,,,,,,BAJAJFINSV
Power and Fuel,4.8,8.89,,,,,,40.9,9.6,9.08,BAJAJFINSV
Other Mfr. Exp,7.8,8.76,22.69,20.07,22.98,27.13,41.53,9.38,10.35,12.12,BAJAJFINSV
Employee Cost,11.09,13.22,15.49,17.41,17.96,21.12,27.63,54.7,86.56,103.66,BAJAJFINSV
Selling and admin,6.31,7.55,5.04,7.16,8.48,5.25,7.0,5.34,7.8,7.6,BAJAJFINSV
Other Expenses,4.92,6.39,5.87,6.38,5.84,6.04,7.53,10.7,15.67,9.72,BAJAJFINSV
Other Income,8.41,-16.51,3.07,2.17,2.04,2.29,0.2,0.17,-0.3,-0.02,BAJAJFINSV
Depreciation,1.56,1.28,1.3,2.54,1.38,1.46,1.36,1.55,2.9,4.68,BAJAJFINSV
Interest,,,1.4,,,,,,,,BAJAJFINSV
Profit before tax,107.7,79.16,105.51,158.1,194.81,104.0,167.21,325.99,681.88,245.1,BAJAJFINSV
Tax,31.13,28.32,22.0,32.17,31.68,33.98,25.59,18.82,15.02,66.32,BAJAJFINSV
Net profit,76.57,50.84,83.51,125.93,163.13,70.02,141.62,307.17,666.86,178.78,BAJAJFINSV
