Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1084.14,1183.67,570.73,0.64,25.81,31.49,47.24,33.54,36.31,26.74,MANAKSIA
Raw Material Cost,810.51,896.52,425.69,0.35,15.37,21.53,40.79,29.73,34.78,25.88,MANAKSIA
Change in Inventory,-23.41,-7.18,1.46,,,,,0.11,-0.1,-0.01,MANAKSIA
Power and Fuel,47.49,45.45,20.3,,0.32,0.28,0.32,0.23,0.08,0.14,MANAKSIA
Other Mfr. Exp,38.31,34.51,18.7,0.01,3.71,4.15,0.08,0.22,0.05,0.05,MANAKSIA
Employee Cost,38.71,41.7,22.35,7.36,5.29,5.54,3.95,4.94,4.47,3.92,MANAKSIA
Selling and admin,66.7,73.94,36.71,1.98,1.39,1.63,1.95,2.91,2.38,2.43,MANAKSIA
Other Expenses,12.76,14.48,17.23,4.49,2.31,6.77,2.74,4.68,2.89,15.66,MANAKSIA
Other Income,17.62,23.14,26.04,23.6,32.56,21.23,68.91,36.71,74.63,29.65,MANAKSIA
Depreciation,20.92,21.69,11.52,0.88,0.64,0.46,0.46,0.29,0.37,0.33,MANAKSIA
Interest,32.03,36.98,16.02,0.2,0.19,0.14,0.15,0.06,0.08,0.11,MANAKSIA
Profit before tax,10.92,34.36,29.71,8.97,29.15,12.22,65.71,27.3,65.74,7.86,MANAKSIA
Tax,3.61,6.85,6.7,1.6,6.01,3.63,14.04,6.03,12.96,3.65,MANAKSIA
Net profit,7.31,27.51,23.01,7.37,23.15,8.59,51.67,21.27,52.78,4.21,MANAKSIA
