Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,20.58,22.38,22.38,22.38,22.38,21.58,21.58,20.4,20.4,20.4,ADFFOODS
Reserves,107.51,133.26,142.11,153.42,167.0,176.09,186.85,190.03,210.93,249.5,ADFFOODS
Borrowings,16.38,25.63,15.22,7.59,5.89,4.79,1.4,,23.16,,ADFFOODS
Other Liabilities,22.01,20.31,25.15,25.39,23.37,25.75,31.49,27.38,32.17,50.73,ADFFOODS
Total,166.48,201.58,204.86,208.78,218.64,228.21,241.32,237.81,286.66,320.63,ADFFOODS
Net Block,44.21,71.69,66.84,75.8,70.18,69.64,70.49,68.61,77.19,77.23,ADFFOODS
Capital Work in Progress,0.68,0.1,8.51,1.69,0.23,0.88,0.23,1.48,2.38,0.35,ADFFOODS
Investments,43.65,36.29,37.96,26.31,65.51,68.69,57.24,57.93,84.17,86.6,ADFFOODS
Other Assets,77.94,93.5,91.55,104.98,82.72,89.0,113.36,109.79,122.92,156.45,ADFFOODS
Total,166.48,201.58,204.86,208.78,218.64,228.21,241.32,237.81,286.66,320.63,ADFFOODS
Receivables,26.87,33.34,28.18,30.83,30.92,31.37,39.8,42.22,43.93,54.25,ADFFOODS
Inventory,17.49,20.35,22.29,23.6,24.6,24.79,22.09,26.18,27.56,30.42,ADFFOODS
Cash & Bank,18.32,7.83,12.07,9.95,7.85,9.45,27.62,16.38,26.56,45.26,ADFFOODS
No. of Equity Shares,20956600.0,22378300.0,22756600.0,22756600.0,2200000.0,22756600.0,21958061.0,20779319.0,20779319.0,20779319.0,ADFFOODS
New Bonus Shares,,,,,,,,,,,ADFFOODS
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,ADFFOODS
