Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,13.53,13.53,13.53,13.53,13.53,13.53,13.53,13.53,13.53,13.53,RICOAUTO
Reserves,299.85,307.64,308.69,428.97,445.01,500.44,530.73,566.76,571.99,564.87,RICOAUTO
Borrowings,428.4,416.84,279.04,180.13,223.57,230.36,253.7,339.63,406.08,501.01,RICOAUTO
Other Liabilities,241.8,279.06,343.59,201.77,138.02,146.15,173.38,263.4,310.34,399.68,RICOAUTO
Total,983.58,1017.07,944.85,824.4,820.13,890.48,971.34,1183.32,1301.94,1479.09,RICOAUTO
Net Block,451.29,527.03,518.05,299.19,291.01,325.51,340.09,470.26,562.84,607.29,RICOAUTO
Capital Work in Progress,67.73,35.87,21.58,26.55,52.26,34.87,61.96,70.51,50.01,58.22,RICOAUTO
Investments,31.2,74.9,76.4,156.87,138.87,138.9,139.12,136.55,137.56,137.57,RICOAUTO
Other Assets,433.36,379.27,328.82,341.79,337.99,391.2,430.17,506.0,551.53,676.01,RICOAUTO
Total,983.58,1017.07,944.85,824.4,820.13,890.48,971.34,1183.32,1301.94,1479.09,RICOAUTO
Receivables,168.99,134.58,101.05,143.34,149.95,192.24,226.67,246.21,250.69,337.24,RICOAUTO
Inventory,95.88,78.63,58.68,45.43,48.76,45.76,53.03,97.6,126.8,189.7,RICOAUTO
Cash & Bank,2.61,6.02,0.92,0.82,4.06,2.68,6.36,2.07,2.76,7.88,RICOAUTO
No. of Equity Shares,135285000.0,135285000.0,135285000.0,135285000.0,135285000.0,135285000.0,135285000.0,135285000.0,135285000.0,135285000.0,RICOAUTO
New Bonus Shares,,,,,,,,,,,RICOAUTO
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,RICOAUTO
