Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1916.66,1934.55,2186.88,2153.78,2016.15,1793.56,2020.85,2390.61,2479.89,2236.12,ELECTCAST
Raw Material Cost,1051.54,1014.88,1129.89,1123.8,904.14,815.34,938.69,1162.3,1150.09,1069.01,ELECTCAST
Change in Inventory,4.69,-9.15,29.64,-5.09,-30.23,14.57,0.33,62.69,5.57,-32.32,ELECTCAST
Power and Fuel,142.11,148.46,158.15,171.04,151.13,146.53,150.22,163.68,167.37,141.39,ELECTCAST
Other Mfr. Exp,141.33,149.7,159.12,179.02,213.19,161.44,163.83,181.23,256.45,250.01,ELECTCAST
Employee Cost,123.55,138.04,149.34,160.78,177.03,185.18,182.46,152.31,173.09,171.39,ELECTCAST
Selling and admin,131.54,189.99,181.75,162.94,147.2,117.22,222.89,232.3,232.88,224.74,ELECTCAST
Other Expenses,254.34,94.03,132.4,72.77,107.08,140.8,138.39,211.87,149.07,107.87,ELECTCAST
Other Income,100.55,95.01,18.88,30.75,19.8,131.61,80.43,-728.56,39.67,46.06,ELECTCAST
Depreciation,54.26,53.09,52.97,67.43,64.89,63.69,59.22,54.87,52.74,52.67,ELECTCAST
Interest,100.65,111.24,135.82,145.32,169.08,201.05,202.32,225.4,219.9,183.83,ELECTCAST
Profit before tax,22.58,120.98,135.96,96.34,71.98,108.49,43.59,-659.22,123.54,48.95,ELECTCAST
Tax,-19.8,23.75,35.41,23.67,16.12,31.21,-3.4,-23.45,24.95,5.7,ELECTCAST
Net profit,42.38,97.23,100.56,72.67,55.87,77.28,46.99,-635.77,98.59,43.24,ELECTCAST
