Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,165.81,151.26,145.59,135.73,74.43,171.89,200.7,206.59,169.6,208.84,BANCOINDIA
Expenses,145.27,128.32,130.76,119.6,67.58,134.31,159.34,175.54,147.26,184.26,BANCOINDIA
Other Income,26.35,4.1,5.29,10.75,2.19,2.6,4.65,-1.39,4.77,20.6,BANCOINDIA
Depreciation,4.81,4.95,5.06,5.18,4.95,4.99,5.04,5.0,4.89,5.0,BANCOINDIA
Interest,0.1,0.13,0.07,0.06,0.14,0.07,0.02,0.39,0.09,0.11,BANCOINDIA
Profit before tax,41.98,21.96,14.99,21.64,3.95,35.12,40.95,24.27,22.13,40.07,BANCOINDIA
Tax,7.91,7.82,4.76,10.55,0.59,14.21,12.76,-3.31,5.38,5.27,BANCOINDIA
Net profit,34.07,14.14,10.23,11.09,3.36,20.91,28.19,27.58,16.75,34.8,BANCOINDIA
Operating Profit,20.54,22.94,14.83,16.13,6.85,37.58,41.36,31.05,22.34,24.58,BANCOINDIA
