Report Date,2012-06-30 00:00:00,2013-06-30 00:00:00,2014-06-30 00:00:00,2015-06-30 00:00:00,2016-06-30 00:00:00,2017-06-30 00:00:00,2018-06-30 00:00:00,2019-06-30 00:00:00,2020-06-30 00:00:00,2021-06-30 00:00:00,Company_Name
Equity Share Capital,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,14.93,ACCELYA
Reserves,91.01,61.37,65.39,79.63,80.04,158.17,158.95,175.53,221.02,214.57,ACCELYA
Borrowings,0.54,0.07,,,,,,,49.03,38.85,ACCELYA
Other Liabilities,58.89,123.4,102.36,92.83,99.32,60.23,67.69,61.36,64.11,51.31,ACCELYA
Total,165.37,199.77,182.68,187.39,194.29,233.33,241.57,251.82,349.09,319.66,ACCELYA
Net Block,25.94,32.62,31.9,29.05,35.02,35.55,40.34,42.73,106.75,91.89,ACCELYA
Capital Work in Progress,2.82,1.94,1.06,0.04,0.06,0.64,0.44,0.98,5.69,8.7,ACCELYA
Investments,40.35,75.78,72.4,84.72,71.55,85.44,80.16,59.78,57.59,70.24,ACCELYA
Other Assets,96.26,89.43,77.32,73.58,87.66,111.7,120.63,148.33,179.06,148.83,ACCELYA
Total,165.37,199.77,182.68,187.39,194.29,233.33,241.57,251.82,349.09,319.66,ACCELYA
Receivables,23.38,26.82,27.98,30.97,36.37,56.94,52.34,74.56,61.02,51.14,ACCELYA
Inventory,,,,,,,,,,,ACCELYA
Cash & Bank,20.08,18.22,9.86,5.25,3.84,4.84,6.11,6.7,48.25,28.97,ACCELYA
No. of Equity Shares,14926261.0,14926261.0,14926866.0,14926866.0,14926866.0,14926866.0,14926866.0,14926866.0,14926866.0,14926866.0,ACCELYA
New Bonus Shares,,,,,,,,,,,ACCELYA
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,ACCELYA
