Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,14.51,14.52,13.82,14.02,14.22,14.45,14.51,14.57,14.81,14.66,MOTILALOFS
Reserves,543.93,553.61,510.32,560.76,579.27,654.73,2366.93,2578.99,2749.33,3516.73,MOTILALOFS
Borrowings,,150.3,174.91,443.14,398.17,457.59,1271.42,1419.56,1429.84,2079.54,MOTILALOFS
Other Liabilities,69.35,34.62,46.73,48.11,27.4,32.47,1623.94,1693.12,1971.92,3392.21,MOTILALOFS
Total,627.79,753.05,745.78,1066.03,1019.06,1159.24,5276.8,5706.24,6165.9,9003.14,MOTILALOFS
Net Block,163.31,152.26,159.99,152.26,144.17,141.1,276.51,281.07,307.37,325.86,MOTILALOFS
Capital Work in Progress,,,0.18,,,,,1.3,,,MOTILALOFS
Investments,98.7,119.69,122.12,357.37,489.72,654.96,3122.54,3094.95,3780.19,3863.1,MOTILALOFS
Other Assets,365.78,481.1,463.49,556.4,385.17,363.18,1877.75,2328.92,2078.34,4814.18,MOTILALOFS
Total,627.79,753.05,745.78,1066.03,1019.06,1159.24,5276.8,5706.24,6165.9,9003.14,MOTILALOFS
Receivables,,,,,,,731.2,1184.13,478.31,611.97,MOTILALOFS
Inventory,,,,,,,,,,,MOTILALOFS
Cash & Bank,1.16,11.22,2.1,6.33,112.37,6.63,235.45,564.51,1203.08,2717.62,MOTILALOFS
No. of Equity Shares,145122869.0,145235780.0,138165830.0,140162675.0,142174075.0,144457476.0,145083558.0,145680358.0,148066718.0,146620374.0,MOTILALOFS
New Bonus Shares,,,,,,,,,,,MOTILALOFS
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,MOTILALOFS
