Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,62.18,52.19,47.93,41.44,12.45,35.07,59.71,76.13,51.6,77.63,YUKEN
Expenses,56.75,48.96,44.78,39.78,17.33,34.15,53.38,66.19,48.61,68.04,YUKEN
Other Income,1.24,1.05,1.18,0.68,0.48,1.32,1.31,7.15,1.0,1.16,YUKEN
Depreciation,0.95,0.99,1.04,1.29,1.13,1.16,1.24,1.31,1.35,1.42,YUKEN
Interest,2.14,2.21,2.52,2.31,1.95,1.93,2.15,2.11,1.46,1.66,YUKEN
Profit before tax,3.58,1.08,0.77,-1.26,-7.48,-0.85,4.25,13.67,1.18,7.67,YUKEN
Tax,0.99,0.2,-2.47,-0.51,-2.14,-0.28,1.22,3.28,0.29,2.1,YUKEN
Net profit,2.6,0.87,3.25,-0.75,-5.35,-0.57,3.04,10.39,0.89,5.56,YUKEN
Operating Profit,5.43,3.23,3.15,1.66,-4.88,0.92,6.33,9.94,2.99,9.59,YUKEN
