Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,244.49,314.52,320.5,271.21,281.06,256.67,235.34,213.11,126.91,46.5,CCHHL
Raw Material Cost,6.83,7.19,7.41,8.23,10.98,11.31,9.71,10.68,11.22,3.55,CCHHL
Change in Inventory,,,,,,,,,,,CCHHL
Power and Fuel,6.2,7.99,8.69,9.14,9.35,9.1,8.34,7.97,7.12,2.93,CCHHL
Other Mfr. Exp,4.83,5.18,5.22,5.24,6.51,7.01,5.1,5.58,5.29,1.81,CCHHL
Employee Cost,86.56,111.91,114.68,103.72,111.06,102.64,95.39,78.85,52.87,19.69,CCHHL
Selling and admin,58.8,78.94,93.7,85.47,89.96,77.26,71.88,67.76,35.71,18.19,CCHHL
Other Expenses,9.99,,,-0.01,-0.01,,-0.01,,0.01,,CCHHL
Other Income,2.47,4.22,0.91,1.97,12.22,3.72,1.46,1.57,0.81,5.8,CCHHL
Depreciation,19.5,23.65,28.23,19.0,19.71,19.24,17.95,16.94,16.56,15.9,CCHHL
Interest,28.48,53.44,51.72,48.94,47.57,40.84,38.47,42.32,39.21,28.46,CCHHL
Profit before tax,25.77,30.44,11.76,-6.55,-1.85,-7.01,-10.03,-15.42,-40.27,-38.23,CCHHL
Tax,12.42,13.62,10.79,4.74,9.6,7.9,7.21,6.49,4.7,3.23,CCHHL
Net profit,13.35,16.82,0.96,-11.29,-11.45,-14.91,-17.25,-21.92,-44.97,-41.46,CCHHL
