Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,3.38,3.38,3.38,3.38,3.38,3.38,6.76,6.76,6.76,6.76,MAANALU
Reserves,23.02,23.42,23.83,23.14,23.54,26.31,28.59,36.66,43.38,57.3,MAANALU
Borrowings,9.97,14.82,19.42,19.66,55.45,68.05,39.86,52.97,30.51,73.15,MAANALU
Other Liabilities,13.06,17.94,11.18,18.75,7.54,7.95,38.24,29.28,11.38,23.02,MAANALU
Total,49.43,59.56,57.81,64.93,89.91,105.69,113.45,125.67,92.03,160.23,MAANALU
Net Block,12.39,22.17,21.47,20.1,20.2,21.47,22.55,27.13,29.13,37.22,MAANALU
Capital Work in Progress,7.05,,,,0.25,0.13,0.13,0.18,0.18,0.4,MAANALU
Investments,,,,,,,,,,0.01,MAANALU
Other Assets,29.99,37.39,36.34,44.83,69.46,84.09,90.77,98.36,62.72,122.6,MAANALU
Total,49.43,59.56,57.81,64.93,89.91,105.69,113.45,125.67,92.03,160.23,MAANALU
Receivables,15.35,15.91,12.46,17.83,42.76,59.32,68.49,82.17,38.41,62.44,MAANALU
Inventory,9.68,14.7,15.96,17.0,16.17,15.66,9.73,10.62,16.01,32.68,MAANALU
Cash & Bank,0.93,1.42,1.01,0.75,1.25,1.02,3.28,1.81,2.42,10.85,MAANALU
No. of Equity Shares,3380304.0,3380304.0,3380304.0,3380304.0,3380304.0,3380304.0,6760608.0,6760608.0,6760608.0,6760608.0,MAANALU
New Bonus Shares,,,,,,,,,,,MAANALU
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,MAANALU
