Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,43.41,43.58,43.77,44.33,44.63,44.87,44.99,45.04,45.08,45.12,ZENSARTECH
Reserves,374.02,465.37,600.5,726.04,911.66,1083.29,1207.92,1425.79,1528.59,1790.58,ZENSARTECH
Borrowings,3.87,4.89,4.91,3.41,15.23,18.36,9.35,6.45,,,ZENSARTECH
Other Liabilities,119.6,97.49,110.71,141.8,146.73,163.78,291.27,271.74,504.59,461.49,ZENSARTECH
Total,540.9,611.33,759.89,915.58,1118.25,1310.3,1553.53,1749.02,2078.26,2297.19,ZENSARTECH
Net Block,91.88,85.52,82.96,102.64,104.99,99.57,209.91,201.31,456.73,414.04,ZENSARTECH
Capital Work in Progress,2.71,2.46,2.07,1.35,1.69,2.62,5.17,6.6,7.67,0.06,ZENSARTECH
Investments,56.17,52.65,157.5,100.28,112.52,224.33,256.99,108.54,283.64,644.77,ZENSARTECH
Other Assets,390.14,470.7,517.36,711.31,899.05,983.78,1081.46,1432.57,1330.22,1238.32,ZENSARTECH
Total,540.9,611.33,759.89,915.58,1118.25,1310.3,1553.53,1749.02,2078.26,2297.19,ZENSARTECH
Receivables,216.9,230.71,274.55,451.37,525.22,596.81,710.41,873.82,1055.69,656.64,ZENSARTECH
Inventory,,,,,,,,,,,ZENSARTECH
Cash & Bank,37.88,53.42,56.62,51.59,86.09,60.71,46.13,130.48,60.02,426.78,ZENSARTECH
No. of Equity Shares,43409774.0,43580988.0,43767494.0,44326774.0,44631428.0,44873638.0,44990088.0,225184920.0,225416970.0,225620285.0,ZENSARTECH
New Bonus Shares,,,,,,,,,,,ZENSARTECH
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,ZENSARTECH
