Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,78.26,75.36,75.44,85.64,101.74,121.62,150.83,152.34,157.59,270.58,CDSL
Raw Material Cost,,,,,,,,,,,CDSL
Change in Inventory,,,,,,,,,,,CDSL
Power and Fuel,0.45,0.6,0.62,0.61,0.69,0.67,0.65,0.52,0.44,0.51,CDSL
Other Mfr. Exp,6.81,7.37,8.61,8.5,8.5,9.44,9.1,12.67,13.9,17.1,CDSL
Employee Cost,11.73,15.69,15.75,17.17,19.73,23.03,27.34,31.01,41.14,35.97,CDSL
Selling and admin,7.95,9.0,22.21,22.9,14.33,13.67,21.26,18.74,30.84,25.81,CDSL
Other Expenses,2.7,31.36,3.64,13.19,8.47,13.09,7.67,7.62,8.62,19.28,CDSL
Other Income,21.31,43.57,30.86,31.02,64.5,33.61,28.04,36.13,43.24,41.77,CDSL
Depreciation,3.54,1.85,3.83,4.9,3.43,3.49,6.46,8.26,8.69,7.29,CDSL
Interest,,,,,,,,,0.03,0.02,CDSL
Profit before tax,66.39,53.06,51.64,49.39,111.09,91.84,106.39,109.65,97.17,206.37,CDSL
Tax,18.93,11.97,10.24,14.65,34.24,23.99,28.69,25.28,19.85,46.31,CDSL
Net profit,47.46,41.1,41.4,34.74,76.85,67.85,77.69,84.38,77.32,160.06,CDSL
