Report Date,2012-06-30 00:00:00,2013-06-30 00:00:00,2014-06-30 00:00:00,2015-06-30 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,17.74,17.74,20.69,21.74,23.41,23.57,48.19,48.19,48.19,48.19,KELLTONTEC
Reserves,2.47,5.13,15.44,23.43,55.84,66.02,55.11,63.99,73.41,84.57,KELLTONTEC
Borrowings,1.58,5.88,7.31,10.16,8.71,21.96,30.89,21.6,38.94,35.48,KELLTONTEC
Other Liabilities,4.26,7.77,4.87,20.86,13.9,51.49,57.59,73.79,54.6,31.95,KELLTONTEC
Total,26.05,36.52,48.31,76.19,101.86,163.04,191.78,207.57,215.14,200.19,KELLTONTEC
Net Block,10.83,11.76,12.92,15.4,15.55,18.12,18.46,20.57,26.87,21.26,KELLTONTEC
Capital Work in Progress,,,0.15,0.15,0.72,1.02,,,,,KELLTONTEC
Investments,10.49,14.54,17.62,25.9,40.7,59.41,70.14,73.65,86.92,86.92,KELLTONTEC
Other Assets,4.73,10.22,17.62,34.74,44.89,84.49,103.18,113.35,101.35,92.01,KELLTONTEC
Total,26.05,36.52,48.31,76.19,101.86,163.04,191.78,207.57,215.14,200.19,KELLTONTEC
Receivables,3.3,4.33,5.72,12.72,17.9,22.35,49.06,47.6,48.72,48.92,KELLTONTEC
Inventory,,,0.62,0.47,3.32,2.39,2.42,2.66,0.06,0.01,KELLTONTEC
Cash & Bank,0.28,0.51,1.4,3.44,2.19,7.08,7.81,7.6,9.5,9.07,KELLTONTEC
No. of Equity Shares,35489100.0,35489100.0,41387544.0,43481599.0,46826260.0,47144573.0,96382468.0,96382468.0,96382468.0,96382468.0,KELLTONTEC
New Bonus Shares,,,,,,,,,,,KELLTONTEC
Face value,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,KELLTONTEC
