Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,20.31,21.17,21.87,21.87,21.87,22.85,22.85,22.85,22.85,22.85,SHANKARA
Reserves,139.41,172.25,195.74,197.35,204.74,263.5,293.81,300.9,316.46,326.81,SHANKARA
Borrowings,208.18,250.57,259.86,210.27,145.29,157.89,228.82,163.96,198.71,193.3,SHANKARA
Other Liabilities,88.09,128.5,118.17,121.02,219.49,243.18,368.15,316.08,437.67,208.48,SHANKARA
Total,455.99,572.49,595.64,550.51,591.39,687.42,913.63,803.79,975.69,751.44,SHANKARA
Net Block,98.6,125.36,70.19,83.89,92.19,100.19,121.71,147.26,182.91,161.44,SHANKARA
Capital Work in Progress,0.48,0.11,,,,,,1.16,0.15,2.19,SHANKARA
Investments,8.0,13.25,37.01,38.01,38.01,38.98,38.48,38.46,48.38,38.99,SHANKARA
Other Assets,348.91,433.77,488.44,428.61,461.19,548.25,753.44,616.91,744.25,548.82,SHANKARA
Total,455.99,572.49,595.64,550.51,591.39,687.42,913.63,803.79,975.69,751.44,SHANKARA
Receivables,207.42,244.18,219.55,223.52,235.62,257.93,378.06,283.7,404.54,280.2,SHANKARA
Inventory,113.94,166.8,136.57,136.73,164.14,162.12,256.59,262.88,309.62,245.92,SHANKARA
Cash & Bank,1.99,1.83,1.04,1.98,1.17,64.58,1.6,9.46,3.54,2.57,SHANKARA
No. of Equity Shares,20313657.0,21170216.0,21871037.0,21871037.0,21871037.0,22849326.0,22849326.0,22849326.0,22849326.0,22849326.0,SHANKARA
New Bonus Shares,,,,,,,,,,,SHANKARA
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,SHANKARA
