Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,663.13,760.8,655.55,719.82,707.39,712.06,798.64,897.75,826.31,1002.93,RAMCOIND
Raw Material Cost,415.49,514.18,412.58,474.56,429.52,380.25,416.44,447.78,426.21,481.25,RAMCOIND
Change in Inventory,18.37,42.2,-22.47,13.08,-4.62,-10.73,-5.93,-7.12,21.86,-17.84,RAMCOIND
Power and Fuel,45.61,43.84,45.28,43.59,46.88,45.18,48.14,51.48,49.57,44.86,RAMCOIND
Other Mfr. Exp,28.42,31.72,27.56,34.76,35.46,44.76,49.36,59.53,62.84,61.49,RAMCOIND
Employee Cost,41.14,45.8,47.33,58.3,62.27,70.47,73.72,84.09,95.8,108.93,RAMCOIND
Selling and admin,66.47,81.02,64.17,89.09,78.06,79.83,104.18,134.52,126.29,120.36,RAMCOIND
Other Expenses,-1.63,-11.24,-2.75,-7.12,10.53,7.68,11.28,9.68,14.31,16.55,RAMCOIND
Other Income,44.38,29.11,23.21,35.97,46.33,54.99,54.17,34.14,58.46,45.88,RAMCOIND
Depreciation,33.39,33.18,43.25,18.89,19.6,21.48,23.1,24.61,25.77,27.62,RAMCOIND
Interest,24.15,28.92,33.66,37.03,39.78,33.54,21.63,15.06,14.6,9.49,RAMCOIND
Profit before tax,72.84,64.69,-14.79,19.77,27.0,73.13,99.03,98.02,91.24,160.42,RAMCOIND
Tax,11.5,10.2,-8.79,-1.16,-6.33,13.26,26.98,24.83,25.72,49.64,RAMCOIND
Net profit,61.34,54.49,-6.0,20.93,33.33,59.87,72.05,73.19,65.51,110.78,RAMCOIND
