Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1140.53,1118.57,1042.99,1078.64,1077.39,1164.6,1525.34,1773.09,1530.9,1350.2,JTEKTINDIA
Raw Material Cost,825.03,787.78,733.67,719.2,717.63,776.23,1015.61,1212.9,1071.87,973.78,JTEKTINDIA
Change in Inventory,-1.45,4.28,12.43,0.17,3.8,3.78,-2.17,-1.49,-2.94,7.47,JTEKTINDIA
Power and Fuel,17.09,21.16,21.23,21.54,21.24,21.29,24.19,25.27,19.76,17.15,JTEKTINDIA
Other Mfr. Exp,29.55,34.38,35.19,37.79,39.31,49.06,56.15,66.45,55.17,47.79,JTEKTINDIA
Employee Cost,96.07,107.34,110.83,120.71,131.65,136.07,168.07,185.16,202.38,181.05,JTEKTINDIA
Selling and admin,45.85,49.08,49.66,51.78,51.28,43.71,53.85,75.33,53.98,42.22,JTEKTINDIA
Other Expenses,5.9,5.09,5.61,5.27,3.68,11.6,10.22,5.64,6.66,3.19,JTEKTINDIA
Other Income,3.72,5.57,40.06,4.18,15.98,4.2,6.83,12.57,10.9,7.78,JTEKTINDIA
Depreciation,33.34,43.18,49.1,78.0,71.9,74.77,91.95,90.6,86.51,77.93,JTEKTINDIA
Interest,33.7,33.52,31.89,24.93,28.23,24.26,21.33,15.52,9.89,4.66,JTEKTINDIA
Profit before tax,56.27,46.89,58.3,23.77,32.25,35.59,88.63,107.3,32.64,17.68,JTEKTINDIA
Tax,17.44,16.28,6.64,5.79,7.25,10.5,31.14,38.74,5.13,5.37,JTEKTINDIA
Net profit,38.83,30.61,51.66,17.98,25.0,25.09,57.5,68.56,27.51,12.32,JTEKTINDIA
