Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,9809.78,10409.66,11262.49,12021.38,12638.16,15758.83,14844.21,16851.21,18632.57,22720.67,REDINGTON
Raw Material Cost,9380.46,9776.28,10653.94,11388.13,12548.8,14948.67,13586.13,16506.04,17459.16,21805.2,REDINGTON
Change in Inventory,99.56,-45.13,58.62,5.62,590.29,-3.65,-476.44,443.49,-414.59,-57.7,REDINGTON
Power and Fuel,,,,,,,,,,,REDINGTON
Other Mfr. Exp,11.12,55.22,11.17,5.79,7.11,6.53,12.56,15.51,18.64,23.96,REDINGTON
Employee Cost,98.09,102.76,102.04,80.64,94.89,119.02,133.37,140.16,145.58,153.92,REDINGTON
Selling and admin,127.55,103.31,237.31,212.14,-113.09,256.49,236.84,244.15,121.92,139.08,REDINGTON
Other Expenses,-1.74,21.95,21.1,35.93,344.7,60.33,58.32,66.3,76.2,70.27,REDINGTON
Other Income,31.08,44.85,113.79,49.0,35.82,46.06,45.53,58.17,373.84,71.07,REDINGTON
Depreciation,10.55,10.0,10.6,11.03,10.03,11.52,13.53,12.3,26.22,27.83,REDINGTON
Interest,81.1,90.92,83.3,69.59,86.37,85.59,101.22,142.63,118.3,46.06,REDINGTON
Profit before tax,233.29,248.94,315.44,272.75,285.46,313.09,271.33,225.78,625.8,467.72,REDINGTON
Tax,76.48,77.57,75.65,90.8,96.74,104.74,87.41,73.64,136.2,204.39,REDINGTON
Net profit,156.81,171.37,239.79,181.96,188.72,208.35,183.92,152.14,489.6,263.33,REDINGTON
