Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,4.66,4.69,4.69,4.71,5.31,5.41,5.49,5.57,5.59,5.61,MOLDTECH
Reserves,16.73,17.27,16.97,18.86,23.74,29.79,34.89,44.19,44.52,54.21,MOLDTECH
Borrowings,10.3,8.07,6.38,6.69,8.31,4.57,2.3,2.55,5.26,4.29,MOLDTECH
Other Liabilities,4.83,3.85,5.67,8.26,7.18,9.65,8.28,8.33,11.22,10.79,MOLDTECH
Total,36.52,33.88,33.71,38.52,44.54,49.42,50.96,60.64,66.59,74.9,MOLDTECH
Net Block,23.37,21.17,19.41,17.88,18.77,21.0,20.26,21.44,22.87,22.1,MOLDTECH
Capital Work in Progress,,,,,0.75,,,,,,MOLDTECH
Investments,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,3.75,MOLDTECH
Other Assets,12.9,12.46,14.05,20.39,24.77,28.17,30.45,38.95,43.47,49.05,MOLDTECH
Total,36.52,33.88,33.71,38.52,44.54,49.42,50.96,60.64,66.59,74.9,MOLDTECH
Receivables,8.0,8.7,10.7,15.52,16.59,18.65,17.97,19.96,22.73,17.56,MOLDTECH
Inventory,1.99,1.34,1.22,1.86,2.92,,,,,,MOLDTECH
Cash & Bank,0.21,0.25,0.18,0.21,0.39,0.22,0.82,0.53,0.64,10.09,MOLDTECH
No. of Equity Shares,4662106.0,4688306.0,4688306.0,4709056.0,26555280.0,27069307.0,27444312.0,27846328.0,27954278.0,28041158.0,MOLDTECH
New Bonus Shares,,,,,,,,,,,MOLDTECH
Face value,10.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,2.0,2.0,MOLDTECH
