Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,13.18,13.18,13.18,13.18,14.38,15.83,15.83,15.83,15.83,15.83,MANGALAM
Reserves,24.88,13.08,10.04,16.19,38.66,69.89,87.94,79.83,88.11,115.13,MANGALAM
Borrowings,60.94,72.64,77.18,77.92,59.82,66.1,68.93,65.22,51.98,69.71,MANGALAM
Other Liabilities,22.94,15.88,25.04,62.61,46.91,37.69,54.09,50.47,74.74,62.18,MANGALAM
Total,121.94,114.78,125.44,169.9,159.77,189.51,226.79,211.35,230.66,262.85,MANGALAM
Net Block,56.84,55.13,53.38,52.95,54.19,92.56,101.91,103.49,101.07,117.99,MANGALAM
Capital Work in Progress,0.15,,,,4.93,,0.07,0.2,1.24,6.35,MANGALAM
Investments,0.14,0.18,0.18,0.24,0.24,1.64,0.24,0.24,0.22,0.22,MANGALAM
Other Assets,64.81,59.47,71.88,116.71,100.41,95.31,124.57,107.42,128.13,138.29,MANGALAM
Total,121.94,114.78,125.44,169.9,159.77,189.51,226.79,211.35,230.66,262.85,MANGALAM
Receivables,8.91,23.87,29.69,44.25,30.14,36.82,45.21,17.63,39.98,53.59,MANGALAM
Inventory,48.98,31.06,36.48,57.34,47.34,37.25,60.13,73.45,64.84,58.59,MANGALAM
Cash & Bank,1.03,0.09,0.1,0.68,0.5,0.63,0.43,1.43,1.63,0.59,MANGALAM
No. of Equity Shares,13178248.0,13178248.0,13178248.0,13178248.0,14378248.0,15828248.0,15828248.0,15828248.0,15828248.0,15828248.0,MANGALAM
New Bonus Shares,,,,,,,,,,,MANGALAM
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,MANGALAM
