,date,open,high,low,close,volume,Company_Name
0,2021-01-01 00:00:00+05:30,166.65,168.8,165.9,166.5,1109915,ABFRL
1,2021-01-04 00:00:00+05:30,168.5,168.65,164.1,166.8,1927284,ABFRL
2,2021-01-05 00:00:00+05:30,164.4,167.3,163.5,166.95,1469231,ABFRL
3,2021-01-06 00:00:00+05:30,167.65,168.85,164.6,166.7,1567365,ABFRL
4,2021-01-07 00:00:00+05:30,167.55,170.2,165.65,168.35,1830946,ABFRL
5,2021-01-08 00:00:00+05:30,168.6,170.55,165.5,166.45,1879933,ABFRL
6,2021-01-11 00:00:00+05:30,168.6,169.8,165.2,168.75,2272832,ABFRL
7,2021-01-12 00:00:00+05:30,168.4,175.9,167.4,174.55,5215456,ABFRL
8,2021-01-13 00:00:00+05:30,177.0,181.9,175.0,180.55,4537370,ABFRL
9,2021-01-14 00:00:00+05:30,181.5,182.35,177.15,180.4,1854475,ABFRL
10,2021-01-15 00:00:00+05:30,180.35,180.75,174.5,176.25,1973983,ABFRL
11,2021-01-18 00:00:00+05:30,176.0,176.5,169.25,170.15,1460667,ABFRL
12,2021-01-19 00:00:00+05:30,172.0,175.9,170.55,174.05,2032970,ABFRL
13,2021-01-20 00:00:00+05:30,175.0,175.75,172.5,173.55,605340,ABFRL
14,2021-01-21 00:00:00+05:30,189.0,194.8,170.15,173.85,9245527,ABFRL
15,2021-01-22 00:00:00+05:30,173.8,175.6,170.15,171.55,1348636,ABFRL
16,2021-01-25 00:00:00+05:30,171.65,173.2,162.0,163.75,1655246,ABFRL
17,2021-01-27 00:00:00+05:30,164.0,171.0,161.05,162.1,2041719,ABFRL
18,2021-01-28 00:00:00+05:30,164.8,164.8,150.25,152.6,7360278,ABFRL
19,2021-01-29 00:00:00+05:30,154.9,157.6,149.0,150.1,3390594,ABFRL
20,2021-02-01 00:00:00+05:30,152.0,154.25,148.5,152.05,1680804,ABFRL
21,2021-02-02 00:00:00+05:30,154.8,156.15,150.55,150.95,2578907,ABFRL
22,2021-02-03 00:00:00+05:30,152.0,152.5,150.25,150.8,2729127,ABFRL
23,2021-02-04 00:00:00+05:30,151.5,163.5,150.5,158.85,7711345,ABFRL
24,2021-02-05 00:00:00+05:30,158.85,169.9,158.0,166.75,6805330,ABFRL
25,2021-02-08 00:00:00+05:30,170.0,172.4,163.15,164.4,8882503,ABFRL
26,2021-02-09 00:00:00+05:30,167.9,172.25,165.0,165.7,5028652,ABFRL
27,2021-02-10 00:00:00+05:30,167.85,168.15,162.0,165.0,3285415,ABFRL
28,2021-02-11 00:00:00+05:30,166.4,172.2,166.0,167.85,2843668,ABFRL
29,2021-02-12 00:00:00+05:30,168.6,168.85,164.5,166.45,1456945,ABFRL
30,2021-02-15 00:00:00+05:30,166.9,169.95,166.05,166.9,1388376,ABFRL
31,2021-02-16 00:00:00+05:30,166.9,168.25,163.0,164.85,1317403,ABFRL
32,2021-02-17 00:00:00+05:30,164.4,164.55,161.0,162.25,1141905,ABFRL
33,2021-02-18 00:00:00+05:30,163.0,166.5,161.2,163.7,1523486,ABFRL
34,2021-02-19 00:00:00+05:30,162.95,169.8,161.9,166.0,2918190,ABFRL
35,2021-02-22 00:00:00+05:30,164.8,168.4,164.7,166.5,1750989,ABFRL
36,2021-02-23 00:00:00+05:30,168.15,169.9,166.0,168.4,4514222,ABFRL
37,2021-02-24 00:00:00+05:30,170.0,184.0,170.0,179.25,7198216,ABFRL
38,2021-02-25 00:00:00+05:30,182.3,185.0,176.35,182.35,5618914,ABFRL
39,2021-02-26 00:00:00+05:30,177.5,185.0,176.25,183.6,4766228,ABFRL
40,2021-03-01 00:00:00+05:30,186.05,196.9,182.45,192.85,7958240,ABFRL
41,2021-03-02 00:00:00+05:30,195.0,208.7,195.0,206.15,9727547,ABFRL
42,2021-03-03 00:00:00+05:30,209.8,216.9,207.35,209.0,6527775,ABFRL
43,2021-03-04 00:00:00+05:30,205.0,219.9,204.6,217.85,5372710,ABFRL
44,2021-03-05 00:00:00+05:30,219.0,221.2,212.8,216.95,5514935,ABFRL
45,2021-03-08 00:00:00+05:30,218.0,223.6,215.15,220.85,2978385,ABFRL
46,2021-03-09 00:00:00+05:30,223.1,223.7,214.55,217.45,3741197,ABFRL
47,2021-03-10 00:00:00+05:30,218.0,218.75,215.1,217.85,1863064,ABFRL
48,2021-03-12 00:00:00+05:30,220.1,221.25,216.65,218.65,1417112,ABFRL
49,2021-03-15 00:00:00+05:30,219.0,220.1,214.1,216.8,1675970,ABFRL
50,2021-03-16 00:00:00+05:30,217.25,218.0,210.75,212.85,1783266,ABFRL
51,2021-03-17 00:00:00+05:30,214.0,215.95,201.75,204.8,1958402,ABFRL
52,2021-03-18 00:00:00+05:30,206.05,215.0,199.1,202.75,3001514,ABFRL
53,2021-03-19 00:00:00+05:30,198.65,209.2,196.0,206.15,3555931,ABFRL
54,2021-03-22 00:00:00+05:30,205.9,207.65,202.25,205.9,1753377,ABFRL
55,2021-03-23 00:00:00+05:30,205.7,207.05,201.5,202.2,1086006,ABFRL
56,2021-03-24 00:00:00+05:30,201.9,203.35,193.25,194.4,768365,ABFRL
57,2021-03-25 00:00:00+05:30,194.9,196.5,189.5,194.25,1957147,ABFRL
58,2021-03-26 00:00:00+05:30,195.0,207.85,194.65,204.05,2813581,ABFRL
59,2021-03-30 00:00:00+05:30,207.5,207.65,198.15,203.6,1918890,ABFRL
60,2021-03-31 00:00:00+05:30,204.95,204.95,199.25,201.25,940344,ABFRL
