Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1118.12,1131.15,1283.98,1564.81,1635.69,1782.04,1967.22,2263.83,2282.68,2113.48,CENTURYPLY
Raw Material Cost,683.21,721.9,763.26,894.59,851.37,916.47,1068.2,1191.95,1135.93,1024.67,CENTURYPLY
Change in Inventory,3.54,16.02,3.92,43.55,8.14,-1.61,45.25,10.39,-12.36,-34.73,CENTURYPLY
Power and Fuel,51.46,24.33,26.96,31.11,30.1,37.42,63.75,84.15,83.43,70.31,CENTURYPLY
Other Mfr. Exp,66.99,25.26,29.53,35.43,30.17,30.87,42.98,53.55,49.24,44.43,CENTURYPLY
Employee Cost,99.08,118.39,151.44,193.46,228.01,256.98,284.4,328.26,344.69,318.84,CENTURYPLY
Selling and admin,56.58,115.24,115.55,160.82,165.17,186.73,185.66,231.8,232.0,218.42,CENTURYPLY
Other Expenses,25.8,29.21,51.93,43.14,55.33,59.93,61.44,84.14,120.94,66.72,CENTURYPLY
Other Income,-9.11,7.31,8.44,18.09,6.32,22.68,6.69,6.05,11.08,-1.11,CENTURYPLY
Depreciation,26.51,26.73,33.24,44.8,43.73,52.38,81.04,49.99,67.55,62.63,CENTURYPLY
Interest,39.96,39.05,55.12,43.29,46.46,28.64,32.68,44.58,37.24,10.79,CENTURYPLY
Profit before tax,62.96,54.37,69.31,179.81,199.81,233.69,199.01,211.85,210.38,260.83,CENTURYPLY
Tax,2.87,1.72,2.37,28.98,30.0,48.13,42.37,53.09,52.21,68.76,CENTURYPLY
Net profit,60.09,52.65,66.94,150.82,169.81,185.56,156.64,158.76,158.17,192.06,CENTURYPLY
