Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,90.25,78.92,67.45,103.73,95.0,96.54,132.56,127.85,118.9,144.1,EMKAY
Raw Material Cost,,,,,,,,,,,EMKAY
Change in Inventory,,,,,,,,,,,EMKAY
Power and Fuel,1.43,1.73,1.68,1.92,1.59,1.44,1.24,1.17,1.14,0.86,EMKAY
Other Mfr. Exp,7.13,1.55,2.68,1.29,3.17,3.77,2.54,16.26,19.6,17.52,EMKAY
Employee Cost,43.21,34.79,32.04,40.41,42.08,45.38,60.07,66.26,71.18,81.37,EMKAY
Selling and admin,29.57,31.11,25.33,29.88,26.81,26.87,36.56,24.49,29.39,20.06,EMKAY
Other Expenses,2.83,4.94,3.26,3.39,2.81,2.0,2.77,2.03,1.95,3.19,EMKAY
Other Income,-0.16,0.1,0.71,-35.81,0.06,-3.33,0.37,-0.08,0.06,3.19,EMKAY
Depreciation,4.88,5.29,4.16,4.28,3.57,4.03,4.53,6.95,7.62,7.48,EMKAY
Interest,2.2,2.83,4.15,2.83,2.08,2.23,2.39,3.41,6.08,5.39,EMKAY
Profit before tax,-1.16,-3.22,-5.14,-16.08,12.95,7.49,22.83,7.2,-18.0,11.42,EMKAY
Tax,-0.39,4.68,0.07,-0.13,3.15,2.87,4.89,2.26,-5.42,3.4,EMKAY
Net profit,-0.77,-7.9,-5.21,-15.94,9.81,4.62,17.94,4.94,-12.58,8.01,EMKAY
