Report Date,2019-06-30 00:00:00,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,Company_Name
Sales,,0.01,,0.01,,,,0.01,,0.01,HEXATRADEX
Expenses,0.38,0.59,0.45,1.08,0.35,0.5,0.4,0.34,0.47,0.44,HEXATRADEX
Other Income,0.01,,,,,,,,,,HEXATRADEX
Depreciation,,,,,,,,,,,HEXATRADEX
Interest,0.09,0.01,0.01,0.03,0.05,0.06,0.08,0.09,0.11,0.12,HEXATRADEX
Profit before tax,-0.46,-0.59,-0.46,-1.1,-0.4,-0.56,-0.48,-0.42,-0.58,-0.55,HEXATRADEX
Tax,-0.13,0.08,-0.11,-0.28,-0.1,-0.14,-0.12,-0.12,-0.15,-0.14,HEXATRADEX
Net profit,-0.33,-0.68,-0.34,-0.82,-0.3,-0.42,-0.36,-0.3,-0.43,-0.41,HEXATRADEX
Operating Profit,-0.38,-0.58,-0.45,-1.07,-0.35,-0.5,-0.4,-0.33,-0.47,-0.43,HEXATRADEX
