Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,23.15,23.15,23.15,23.15,23.15,23.55,23.55,23.55,23.55,23.55,RSWM
Reserves,263.75,305.43,370.9,409.4,528.9,609.64,877.18,759.51,682.3,737.61,RSWM
Borrowings,1294.65,1310.29,1212.48,1291.86,1398.32,1467.51,1519.54,1440.57,1164.26,923.37,RSWM
Other Liabilities,151.65,211.59,248.13,314.98,262.21,289.69,292.74,313.99,312.47,353.43,RSWM
Total,1733.2,1850.46,1854.66,2039.39,2212.58,2390.39,2713.01,2537.62,2182.58,2037.96,RSWM
Net Block,779.91,965.81,932.72,1034.5,1100.09,1175.34,1098.89,1139.52,1027.13,920.91,RSWM
Capital Work in Progress,250.93,11.15,13.99,126.25,36.56,14.87,39.41,4.63,7.21,7.4,RSWM
Investments,60.27,110.67,127.36,90.67,107.8,110.27,383.35,270.05,59.9,91.59,RSWM
Other Assets,642.09,762.83,780.59,787.97,968.13,1089.91,1191.36,1123.42,1088.34,1018.06,RSWM
Total,1733.2,1850.46,1854.66,2039.39,2212.58,2390.39,2713.01,2537.62,2182.58,2037.96,RSWM
Receivables,184.41,216.07,236.86,196.96,370.8,379.81,438.67,452.64,341.72,378.05,RSWM
Inventory,325.55,399.71,376.25,398.64,426.66,541.22,527.77,432.06,506.71,450.41,RSWM
Cash & Bank,1.87,1.91,1.53,4.57,3.96,7.96,13.31,14.14,6.77,7.43,RSWM
No. of Equity Shares,23148689.0,23148689.0,23148689.0,23148689.0,23148689.0,23550842.0,23550842.0,23550842.0,23550842.0,23550842.0,RSWM
New Bonus Shares,,,,,,,,,,,RSWM
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,RSWM
