Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,4.01,9.64,20.6,29.87,24.81,140.22,179.61,193.3,204.52,180.81,CHEMFAB
Raw Material Cost,4.23,3.07,2.4,2.53,2.53,7.56,4.68,21.59,38.16,43.49,CHEMFAB
Change in Inventory,0.68,0.79,0.29,0.09,-0.47,0.68,-0.31,1.79,1.26,0.44,CHEMFAB
Power and Fuel,0.57,7.36,16.24,22.52,,63.31,81.05,74.16,69.04,71.41,CHEMFAB
Other Mfr. Exp,,0.44,0.48,0.23,12.2,10.02,9.11,7.06,8.64,7.92,CHEMFAB
Employee Cost,0.06,1.78,2.35,2.44,1.63,15.05,19.42,19.2,20.47,18.57,CHEMFAB
Selling and admin,0.08,0.97,1.36,1.54,0.37,6.84,5.8,5.27,6.08,6.28,CHEMFAB
Other Expenses,0.26,0.39,0.77,0.32,0.86,5.99,7.61,7.05,7.8,9.85,CHEMFAB
Other Income,-0.01,0.13,3.46,3.1,0.21,2.34,3.62,-14.9,-0.1,1.38,CHEMFAB
Depreciation,0.41,3.21,3.29,3.61,3.59,13.05,11.98,14.92,25.09,20.22,CHEMFAB
Interest,0.6,7.05,7.9,7.34,2.93,4.92,3.5,2.46,3.55,2.77,CHEMFAB
Profit before tax,-1.53,-13.71,-10.44,-7.47,0.44,16.5,39.77,28.48,26.85,2.12,CHEMFAB
Tax,,,,,,0.98,14.3,11.73,1.26,10.15,CHEMFAB
Net profit,-1.53,-13.72,-10.45,-7.47,0.44,15.53,25.47,16.76,25.59,-8.04,CHEMFAB
