Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,396.47,396.47,396.47,396.47,396.47,316.39,316.39,306.19,306.19,293.07,NMDC
Reserves,24009.89,27114.49,29591.83,31935.27,28721.12,22202.55,24037.44,25645.34,27227.76,29463.07,NMDC
Borrowings,,,,,1496.95,,500.09,364.15,565.57,1994.47,NMDC
Other Liabilities,2242.08,3270.76,1488.62,2138.1,2056.82,3183.12,3755.2,3466.3,3044.42,5034.29,NMDC
Total,26648.44,30781.72,31476.92,34469.84,32671.36,25702.06,28609.12,29781.98,31143.94,36784.9,NMDC
Net Block,1188.8,1264.66,1362.28,1333.69,1918.45,1952.81,2671.7,2720.69,3016.73,3118.45,NMDC
Capital Work in Progress,1494.16,3236.09,5276.89,7710.03,9722.88,11831.36,12519.9,13792.45,15501.2,17128.1,NMDC
Investments,247.77,249.67,250.37,561.93,695.41,726.98,786.45,939.32,985.59,984.88,NMDC
Other Assets,23717.71,26031.3,24587.38,24864.19,20334.62,11190.91,12631.07,12329.52,11640.42,15553.47,NMDC
Total,26648.44,30781.72,31476.92,34469.84,32671.36,25702.06,28609.12,29781.98,31143.94,36784.9,NMDC
Receivables,737.02,1082.21,1448.42,1752.33,796.07,1043.52,1472.74,1424.51,2223.71,2139.89,NMDC
Inventory,458.92,637.46,681.19,691.88,622.05,540.04,571.69,666.17,723.51,921.72,NMDC
Cash & Bank,20264.58,21025.75,18657.23,18443.14,14763.57,5289.28,5438.22,4607.72,2392.34,5806.01,NMDC
No. of Equity Shares,3964716000.0,3964716000.0,3964716000.0,3964716000.0,3964716000.0,3163890474.0,3163890474.0,3061849659.0,3061849659.0,2930605850.0,NMDC
New Bonus Shares,,,,,,,,,,,NMDC
Face value,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NMDC
