Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,71.46,74.28,74.28,75.77,81.33,81.33,81.35,81.35,81.35,81.35,AKSHOPTFBR
Reserves,250.36,284.79,282.22,317.74,364.34,387.67,410.48,432.66,183.21,185.63,AKSHOPTFBR
Borrowings,109.53,11.75,117.16,118.54,88.21,131.2,230.01,202.3,155.98,150.44,AKSHOPTFBR
Other Liabilities,56.56,132.25,62.45,91.92,98.38,138.9,173.21,165.68,148.73,131.47,AKSHOPTFBR
Total,487.91,503.07,536.11,603.97,632.26,739.1,895.05,881.99,569.27,548.89,AKSHOPTFBR
Net Block,127.03,106.93,94.34,93.57,80.23,90.88,176.19,170.48,161.92,148.67,AKSHOPTFBR
Capital Work in Progress,4.12,3.31,15.5,1.08,2.01,165.37,151.86,153.42,2.25,0.54,AKSHOPTFBR
Investments,113.18,113.18,186.72,260.34,260.34,151.17,156.09,160.11,149.77,182.49,AKSHOPTFBR
Other Assets,243.58,279.65,239.55,248.98,289.68,331.68,410.91,397.98,255.33,217.19,AKSHOPTFBR
Total,487.91,503.07,536.11,603.97,632.26,739.1,895.05,881.99,569.27,548.89,AKSHOPTFBR
Receivables,59.18,61.53,67.86,126.96,141.51,155.65,212.67,183.16,124.04,102.16,AKSHOPTFBR
Inventory,11.99,15.08,24.56,28.43,24.02,43.8,47.53,65.56,41.71,36.39,AKSHOPTFBR
Cash & Bank,0.75,1.93,0.54,3.94,3.17,9.81,23.05,14.28,19.2,20.95,AKSHOPTFBR
No. of Equity Shares,142924871.0,148564989.0,148564989.0,151539689.0,162665070.0,162665070.0,162697971.0,162697971.0,162697971.0,162697971.0,AKSHOPTFBR
New Bonus Shares,,,,,,,,,,,AKSHOPTFBR
Face value,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,AKSHOPTFBR
