Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,7.75,7.75,7.75,7.75,7.75,10.84,11.34,11.34,11.34,11.34,DOLLAR
Reserves,70.83,80.83,93.41,112.64,137.74,176.68,341.4,406.35,453.6,531.47,DOLLAR
Borrowings,144.8,157.72,151.22,180.56,233.04,216.01,184.11,223.33,209.99,124.02,DOLLAR
Other Liabilities,66.55,91.43,94.66,120.68,138.54,128.02,136.63,168.95,148.9,176.49,DOLLAR
Total,289.93,337.73,347.04,421.63,517.07,531.55,673.48,809.97,823.83,843.32,DOLLAR
Net Block,55.63,55.8,75.64,85.36,83.71,74.85,68.41,70.2,74.32,85.24,DOLLAR
Capital Work in Progress,0.41,,,0.37,0.64,0.02,2.13,2.03,14.05,14.67,DOLLAR
Investments,,,,,0.02,0.3,3.75,7.85,10.62,10.62,DOLLAR
Other Assets,233.89,281.93,271.4,335.9,432.7,456.38,599.19,729.89,724.84,732.79,DOLLAR
Total,289.93,337.73,347.04,421.63,517.07,531.55,673.48,809.97,823.83,843.32,DOLLAR
Receivables,91.78,110.33,141.4,185.2,193.16,226.71,271.71,347.62,360.09,330.92,DOLLAR
Inventory,116.31,123.88,106.72,121.14,208.37,204.87,282.9,324.57,304.97,333.95,DOLLAR
Cash & Bank,7.72,20.2,10.04,9.06,10.35,10.01,19.61,21.53,6.19,7.3,DOLLAR
No. of Equity Shares,7745160.0,7745160.0,7745160.0,7745160.0,7745160.0,10843224.0,56716120.0,56716120.0,56716120.0,56716120.0,DOLLAR
New Bonus Shares,,,,,,,,,,,DOLLAR
Face value,10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,2.0,DOLLAR
