Report Date,2019-09-30 00:00:00,2019-12-31 00:00:00,2020-03-31 00:00:00,2020-06-30 00:00:00,2020-09-30 00:00:00,2020-12-31 00:00:00,2021-03-31 00:00:00,2021-06-30 00:00:00,2021-09-30 00:00:00,2021-12-31 00:00:00,Company_Name
Sales,121.4,119.74,108.98,27.87,72.61,112.06,127.7,69.7,115.95,130.88,GMBREW
Expenses,97.14,99.81,90.16,22.91,57.36,84.36,100.17,53.31,86.77,103.88,GMBREW
Other Income,0.84,0.58,6.83,0.11,1.56,2.32,26.18,0.67,1.53,0.94,GMBREW
Depreciation,1.84,1.83,1.78,1.8,1.8,1.8,0.08,1.5,1.5,1.5,GMBREW
Interest,0.01,0.01,0.02,0.03,0.02,,0.02,,0.01,,GMBREW
Profit before tax,23.25,18.67,23.85,3.24,14.99,28.22,53.61,15.56,29.2,26.44,GMBREW
Tax,3.4,4.69,6.09,0.81,3.78,7.11,8.27,3.92,7.35,6.65,GMBREW
Net profit,19.85,13.98,17.76,2.43,11.21,21.11,45.34,11.64,21.85,19.79,GMBREW
Operating Profit,24.26,19.93,18.82,4.96,15.25,27.7,27.53,16.39,29.18,27.0,GMBREW
