Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,4.2,8.76,9.15,9.15,10.17,10.12,10.12,10.12,10.12,10.12,STEELCAS
Reserves,54.35,67.75,69.92,50.75,61.7,63.92,83.21,104.84,107.77,118.65,STEELCAS
Borrowings,84.86,116.32,137.22,143.61,128.01,89.6,92.56,64.43,44.54,23.11,STEELCAS
Other Liabilities,36.63,45.02,26.07,20.54,19.71,46.89,57.73,42.8,34.87,40.37,STEELCAS
Total,180.04,237.85,242.36,224.05,219.59,210.53,243.62,222.19,197.3,192.25,STEELCAS
Net Block,78.23,116.32,142.35,134.69,133.96,125.28,122.96,116.87,106.78,98.21,STEELCAS
Capital Work in Progress,0.99,5.16,6.79,5.08,0.14,0.52,2.28,0.37,0.02,0.85,STEELCAS
Investments,0.02,0.57,0.24,0.27,0.23,0.13,0.1,0.09,0.09,0.09,STEELCAS
Other Assets,100.8,115.8,92.98,84.01,85.26,84.6,118.28,104.86,90.41,93.1,STEELCAS
Total,180.04,237.85,242.36,224.05,219.59,210.53,243.62,222.19,197.3,192.25,STEELCAS
Receivables,43.53,45.07,34.22,30.38,36.35,34.53,52.79,56.64,28.33,51.37,STEELCAS
Inventory,30.52,29.5,27.35,27.71,19.02,24.75,40.43,23.99,23.03,25.63,STEELCAS
Cash & Bank,9.24,10.27,8.05,3.88,8.2,1.84,1.48,6.4,1.68,1.46,STEELCAS
No. of Equity Shares,4204650.0,17424000.0,18216000.0,18262650.0,20286650.0,20240000.0,20240000.0,20240000.0,20240000.0,20240000.0,STEELCAS
New Bonus Shares,,8712000.0,396000.0,,,,,,,,STEELCAS
Face value,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,STEELCAS
