Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,39.76,39.76,39.76,39.76,39.76,39.76,46.7,46.7,46.7,46.7,SRIPIPES
Reserves,167.1,154.01,185.72,253.53,657.54,773.77,1132.09,1215.69,1369.45,1440.3,SRIPIPES
Borrowings,489.82,466.78,450.3,428.64,444.65,487.13,441.94,385.24,552.83,300.35,SRIPIPES
Other Liabilities,244.43,245.06,342.37,249.25,239.02,256.29,274.92,537.44,409.93,534.5,SRIPIPES
Total,941.11,905.61,1018.15,971.18,1380.97,1556.95,1895.65,2185.07,2378.91,2321.85,SRIPIPES
Net Block,311.5,441.37,435.45,487.3,799.04,909.31,836.49,858.52,927.11,926.12,SRIPIPES
Capital Work in Progress,63.13,17.02,20.04,8.89,19.44,5.68,29.76,24.07,40.37,172.37,SRIPIPES
Investments,,,,,147.29,152.64,213.46,,,156.61,SRIPIPES
Other Assets,566.48,447.22,562.66,474.99,415.2,489.32,815.94,1302.48,1411.43,1066.75,SRIPIPES
Total,941.11,905.61,1018.15,971.18,1380.97,1556.95,1895.65,2185.07,2378.91,2321.85,SRIPIPES
Receivables,122.37,119.43,148.01,186.05,207.55,143.34,334.73,305.48,541.73,225.81,SRIPIPES
Inventory,318.77,208.26,236.75,134.59,118.89,213.43,209.12,352.81,332.84,305.71,SRIPIPES
Cash & Bank,10.24,10.21,57.35,59.25,21.54,55.48,204.56,462.81,363.0,362.82,SRIPIPES
No. of Equity Shares,39763595.0,39763000.0,39763000.0,39763000.0,39763000.0,39763600.0,46698000.0,46698000.0,46698000.0,46698000.0,SRIPIPES
New Bonus Shares,,,,,,,,,,,SRIPIPES
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,SRIPIPES
