Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,201.13,119.18,76.51,120.2,505.9,355.94,288.98,301.82,262.3,201.53,ASHIANA
Raw Material Cost,,,,,97.95,24.5,22.75,57.81,43.43,68.01,ASHIANA
Change in Inventory,-7.74,54.6,175.22,216.52,50.61,65.6,-1.61,-12.14,-7.28,97.98,ASHIANA
Power and Fuel,1.01,1.13,1.32,1.17,,1.24,1.45,1.53,1.43,0.53,ASHIANA
Other Mfr. Exp,100.98,119.97,206.92,267.38,262.27,245.84,146.06,122.1,149.1,173.51,ASHIANA
Employee Cost,12.31,11.18,14.26,17.42,25.27,26.6,26.91,26.86,24.78,22.6,ASHIANA
Selling and admin,11.29,8.3,10.43,10.89,24.33,26.42,28.52,34.76,35.99,22.95,ASHIANA
Other Expenses,1.42,2.05,3.62,3.17,5.76,5.35,6.44,7.66,8.24,6.99,ASHIANA
Other Income,21.85,11.88,10.84,20.24,14.3,14.38,11.85,10.48,-5.97,15.58,ASHIANA
Depreciation,2.38,2.56,3.03,7.85,7.87,7.83,7.25,8.04,9.05,8.52,ASHIANA
Interest,2.84,3.03,1.83,1.72,2.69,6.64,11.45,14.9,13.49,8.9,ASHIANA
Profit before tax,83.01,37.44,21.16,47.36,144.67,91.5,48.39,26.5,-36.46,3.08,ASHIANA
Tax,14.36,5.35,-0.29,1.69,36.67,24.42,9.63,8.82,-8.27,-0.55,ASHIANA
Net profit,68.65,32.1,21.45,45.67,108.0,67.08,38.76,17.68,-28.19,3.63,ASHIANA
