Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,9.97,11.97,11.97,14.36,14.36,14.36,17.54,17.54,24.56,24.56,ZOTA
Reserves,2.73,1.9,3.64,3.74,7.08,12.62,52.23,51.39,44.29,41.81,ZOTA
Borrowings,5.97,5.41,4.82,5.25,2.23,4.1,,,,,ZOTA
Other Liabilities,9.81,10.11,12.74,15.02,20.39,22.72,22.02,20.69,19.65,19.16,ZOTA
Total,28.48,29.39,33.17,38.37,44.06,53.8,91.79,89.62,88.5,85.53,ZOTA
Net Block,9.81,9.13,9.07,8.23,7.23,6.72,9.56,9.78,15.41,13.99,ZOTA
Capital Work in Progress,0.05,0.05,,,1.13,2.5,0.04,1.55,,0.04,ZOTA
Investments,0.06,0.07,0.08,0.08,0.09,,26.15,15.62,14.03,9.99,ZOTA
Other Assets,18.56,20.14,24.02,30.06,35.61,44.58,56.04,62.67,59.06,61.51,ZOTA
Total,28.48,29.39,33.17,38.37,44.06,53.8,91.79,89.62,88.5,85.53,ZOTA
Receivables,7.33,8.4,10.68,11.69,15.78,17.08,22.93,22.1,29.14,28.84,ZOTA
Inventory,10.17,10.98,12.53,17.62,16.33,23.91,24.28,32.51,25.34,28.13,ZOTA
Cash & Bank,0.12,0.13,0.14,0.16,0.76,0.14,2.46,1.69,0.73,1.33,ZOTA
No. of Equity Shares,9974550.0,11969460.0,11969460.0,14363352.0,14363352.0,14363352.0,17543352.0,17543352.0,24560327.0,24560327.0,ZOTA
New Bonus Shares,3324850.0,1994910.0,,2393892.0,,,,,,,ZOTA
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,ZOTA
