Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,40.16,76.48,77.71,74.82,74.97,62.76,42.06,86.76,77.55,123.73,BURNPUR
Raw Material Cost,26.2,47.53,46.09,56.88,44.41,49.81,34.27,72.21,59.67,101.44,BURNPUR
Change in Inventory,1.14,-0.59,-0.55,,0.02,1.0,0.22,2.29,0.88,-1.01,BURNPUR
Power and Fuel,4.34,8.79,11.46,5.48,9.13,10.53,4.18,7.0,6.06,8.14,BURNPUR
Other Mfr. Exp,0.33,3.36,0.54,0.23,1.34,1.17,0.85,1.0,1.19,4.45,BURNPUR
Employee Cost,1.72,2.36,3.02,2.78,3.64,5.99,2.22,4.39,4.17,5.13,BURNPUR
Selling and admin,11.36,23.63,26.95,11.03,20.91,25.34,1.66,2.17,2.64,4.22,BURNPUR
Other Expenses,-6.07,-18.13,-19.58,-8.5,-15.74,-3.4,31.43,0.03,,0.12,BURNPUR
Other Income,1.01,0.88,0.33,0.89,6.1,0.34,0.15,0.1,-74.28,-9.12,BURNPUR
Depreciation,0.73,1.29,1.25,1.54,4.02,13.05,13.07,12.07,12.15,11.33,BURNPUR
Interest,2.19,3.2,3.97,4.54,13.31,17.44,-0.11,0.01,46.86,56.21,BURNPUR
Profit before tax,1.51,4.74,3.79,1.73,0.07,-55.83,-45.14,-9.73,-128.59,-77.44,BURNPUR
Tax,0.5,1.57,1.08,0.56,12.77,3.94,-0.64,2.94,2.18,1.77,BURNPUR
Net profit,1.02,3.17,2.7,1.17,-12.71,-59.77,-44.49,-12.67,-130.77,-79.21,BURNPUR
