Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,1102.03,1047.04,930.39,853.73,907.5,954.45,1075.75,1195.89,1192.73,1276.36,RICOAUTO
Raw Material Cost,662.89,636.34,497.62,433.3,591.68,624.5,712.21,813.85,766.77,838.3,RICOAUTO
Change in Inventory,-1.54,-5.28,-12.99,,-3.55,-1.75,3.87,22.69,3.95,25.12,RICOAUTO
Power and Fuel,81.05,85.09,78.75,94.59,36.94,31.77,38.08,47.81,51.75,57.05,RICOAUTO
Other Mfr. Exp,108.87,76.94,87.09,57.33,64.09,89.92,101.82,117.75,109.92,150.89,RICOAUTO
Employee Cost,108.07,111.74,113.89,117.18,86.56,93.36,100.86,105.72,168.97,162.91,RICOAUTO
Selling and admin,34.79,29.38,35.74,41.6,37.38,16.14,18.18,17.41,23.22,22.63,RICOAUTO
Other Expenses,4.55,8.0,2.21,91.57,12.6,5.32,5.52,2.12,3.59,4.7,RICOAUTO
Other Income,23.68,42.96,32.69,290.19,15.57,21.31,18.25,19.48,28.33,24.09,RICOAUTO
Depreciation,56.35,64.94,71.33,64.22,35.39,35.56,40.92,43.83,59.96,62.98,RICOAUTO
Interest,67.87,63.08,59.36,46.97,19.7,16.01,17.16,23.14,27.18,34.96,RICOAUTO
Profit before tax,-0.27,9.21,4.1,197.16,35.18,61.43,63.12,66.43,13.65,-8.85,RICOAUTO
Tax,3.67,-0.95,1.47,25.29,8.11,13.72,13.48,17.67,-2.93,-3.09,RICOAUTO
Net profit,-3.94,10.16,2.63,171.87,27.07,47.71,49.64,48.76,16.58,-5.76,RICOAUTO
