Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,63.6,63.6,63.6,63.6,63.6,63.6,63.6,63.6,63.6,63.6,GMDCLTD
Reserves,1982.13,2471.36,2798.88,3177.97,3600.59,3905.0,4337.11,4222.1,3999.36,3937.02,GMDCLTD
Borrowings,,,,,,,,,,,GMDCLTD
Other Liabilities,1174.6,1174.7,1089.62,946.81,1011.61,1119.39,1043.5,890.88,966.74,932.55,GMDCLTD
Total,3220.33,3709.66,3952.1,4188.38,4675.8,5087.99,5444.21,5176.58,5029.7,4933.17,GMDCLTD
Net Block,1757.78,1780.24,1862.38,1756.22,1717.4,2072.72,2144.73,2129.44,2056.21,1582.87,GMDCLTD
Capital Work in Progress,6.3,24.1,11.18,45.91,30.99,21.08,10.67,0.76,4.3,5.62,GMDCLTD
Investments,132.66,182.78,260.35,299.0,643.66,657.46,863.18,426.29,259.45,291.98,GMDCLTD
Other Assets,1323.59,1722.54,1818.19,2087.25,2283.75,2336.73,2425.63,2620.09,2709.74,3052.7,GMDCLTD
Total,3220.33,3709.66,3952.1,4188.38,4675.8,5087.99,5444.21,5176.58,5029.7,4933.17,GMDCLTD
Receivables,44.4,39.83,51.81,81.15,97.44,119.06,111.17,147.48,139.53,141.31,GMDCLTD
Inventory,70.6,44.47,54.29,58.48,49.93,75.24,77.29,102.91,100.54,103.67,GMDCLTD
Cash & Bank,56.44,56.84,41.84,9.23,32.46,22.29,29.87,60.18,71.16,242.96,GMDCLTD
No. of Equity Shares,318000000.0,318000000.0,318000000.0,318000000.0,318000000.0,318000000.0,318000000.0,318000000.0,318000000.0,318000000.0,GMDCLTD
New Bonus Shares,,,,,,,,,,,GMDCLTD
Face value,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,GMDCLTD
