Report Date,2012-09-30 00:00:00,2013-06-30 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,125.74,68.14,83.85,150.43,206.75,217.93,158.62,4.84,1.86,1.09,MICEL
Raw Material Cost,102.0,65.29,82.02,138.16,191.19,210.48,163.54,2.25,0.29,0.08,MICEL
Change in Inventory,35.07,16.79,9.3,9.96,41.79,38.12,25.72,-0.32,-0.19,-0.52,MICEL
Power and Fuel,0.46,0.22,0.3,0.29,0.35,0.29,0.33,0.21,0.05,0.03,MICEL
Other Mfr. Exp,1.14,2.2,0.41,0.84,4.67,2.21,1.02,0.35,0.33,0.2,MICEL
Employee Cost,10.84,4.0,3.39,3.47,3.46,5.03,5.65,3.69,2.46,0.63,MICEL
Selling and admin,21.16,9.09,6.94,12.69,15.21,18.25,8.13,2.03,1.42,0.71,MICEL
Other Expenses,-4.27,-1.45,-2.62,-6.55,-10.27,17.49,9.94,15.69,14.21,0.08,MICEL
Other Income,-61.13,3.54,-52.5,3.11,-192.81,2.15,-95.02,0.38,1.0,3.14,MICEL
Depreciation,7.64,4.48,4.45,7.67,7.51,7.81,7.75,7.66,7.53,6.82,MICEL
Interest,25.44,12.12,8.64,6.51,0.47,28.52,24.42,0.49,0.32,0.57,MICEL
Profit before tax,-64.73,-7.48,-62.88,0.42,-156.86,-31.88,-131.46,-27.47,-23.94,-5.41,MICEL
Tax,-1.59,7.39,-18.41,-1.78,-45.98,2.9,59.85,,,,MICEL
Net profit,-63.13,-14.87,-44.47,2.2,-110.89,-34.78,-191.32,-27.48,-23.94,-5.41,MICEL
