Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,51.89,95.83,144.88,199.82,187.71,248.27,264.26,322.88,260.15,246.48,AKSHARCHEM
Raw Material Cost,36.51,70.05,85.52,121.42,109.13,124.28,156.02,209.91,155.07,150.27,AKSHARCHEM
Change in Inventory,-4.02,-0.54,4.29,-3.15,0.88,9.16,-4.25,5.36,6.21,8.09,AKSHARCHEM
Power and Fuel,3.86,6.39,10.21,15.29,13.59,14.92,20.05,26.69,28.51,25.73,AKSHARCHEM
Other Mfr. Exp,5.41,8.13,12.12,18.93,19.89,23.56,23.38,32.64,19.29,18.55,AKSHARCHEM
Employee Cost,1.51,1.7,3.94,6.62,7.02,7.53,8.4,9.67,10.43,10.86,AKSHARCHEM
Selling and admin,2.28,2.91,4.58,6.69,6.24,8.82,8.93,13.32,11.33,10.46,AKSHARCHEM
Other Expenses,0.07,0.01,0.03,0.38,0.47,0.81,1.63,1.52,15.65,14.78,AKSHARCHEM
Other Income,0.04,0.06,-1.53,3.33,1.27,9.02,7.05,5.35,0.87,1.12,AKSHARCHEM
Depreciation,0.92,1.19,1.2,3.91,4.24,4.69,4.6,5.51,6.73,7.05,AKSHARCHEM
Interest,1.58,1.59,1.09,3.25,3.35,3.02,1.49,0.92,1.11,0.69,AKSHARCHEM
Profit before tax,-4.23,3.38,28.95,23.51,25.93,78.82,42.56,33.41,19.11,17.3,AKSHARCHEM
Tax,-0.34,-0.41,8.91,7.51,9.29,25.91,12.0,10.82,3.39,4.8,AKSHARCHEM
Net profit,-3.89,3.79,20.04,16.0,16.64,52.92,30.56,22.59,15.72,12.5,AKSHARCHEM
