Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,3.6,3.6,3.6,3.6,3.6,5.4,5.4,5.4,5.4,5.4,HISARMETAL
Reserves,8.25,7.85,8.66,9.55,9.51,9.7,14.01,18.68,22.05,26.92,HISARMETAL
Borrowings,60.76,55.56,51.67,70.47,58.09,64.15,64.54,62.61,62.9,62.25,HISARMETAL
Other Liabilities,18.23,12.04,23.45,10.18,8.83,7.91,21.83,27.82,9.95,41.55,HISARMETAL
Total,90.84,79.05,87.38,93.8,80.03,87.16,105.78,114.51,100.3,136.12,HISARMETAL
Net Block,19.91,18.72,16.13,14.73,19.86,20.44,21.5,23.62,22.23,20.79,HISARMETAL
Capital Work in Progress,1.05,,2.09,6.18,1.76,0.07,0.7,,,1.2,HISARMETAL
Investments,0.01,0.01,0.01,0.01,0.01,0.01,,,,,HISARMETAL
Other Assets,69.87,60.32,69.15,72.88,58.4,66.64,83.58,90.89,78.07,114.13,HISARMETAL
Total,90.84,79.05,87.38,93.8,80.03,87.16,105.78,114.51,100.3,136.12,HISARMETAL
Receivables,37.95,31.02,34.93,41.68,28.76,29.44,38.49,40.11,28.82,41.04,HISARMETAL
Inventory,21.02,22.19,25.37,21.57,21.75,22.38,34.76,39.76,41.69,62.94,HISARMETAL
Cash & Bank,1.41,3.38,3.83,3.99,3.63,5.28,5.18,6.22,3.17,3.39,HISARMETAL
No. of Equity Shares,3600000.0,3600000.0,3600000.0,3600000.0,3600000.0,5400000.0,5400000.0,5400000.0,5400000.0,5400000.0,HISARMETAL
New Bonus Shares,,,,,,1800000.0,,,,,HISARMETAL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,HISARMETAL
