Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,19149.5,21860.65,24427.55,26408.78,25887.9,24661.41,24035.52,22638.57,23562.47,22730.23,CENTRALBK
Raw Material Cost,,,,,,,,,,,CENTRALBK
Change in Inventory,,,,,,,,,,,CENTRALBK
Power and Fuel,,,,,,,,,,,CENTRALBK
Other Mfr. Exp,83.31,57.4,58.77,74.39,69.51,120.75,113.27,98.89,104.43,116.62,CENTRALBK
Employee Cost,2507.17,2892.43,3537.91,3825.68,4466.52,4215.13,3984.43,3566.68,4218.01,4141.85,CENTRALBK
Selling and admin,554.61,559.02,692.09,795.1,863.51,945.33,995.6,948.84,1066.31,1104.21,CENTRALBK
Other Expenses,2628.98,2391.64,4914.49,3326.44,6108.95,7439.97,11681.72,12463.21,6501.14,7080.87,CENTRALBK
Other Income,1395.3,1667.33,1922.58,1894.23,2013.1,2875.64,2622.35,2412.94,3636.82,3167.21,CENTRALBK
Depreciation,143.54,184.45,208.55,229.24,239.43,257.37,260.31,277.72,285.28,292.32,CENTRALBK
Interest,13980.85,16123.08,17933.16,19161.71,18822.27,18087.4,17518.51,15866.39,15933.62,14485.19,CENTRALBK
Profit before tax,646.34,1319.96,-994.84,890.45,-2669.19,-3528.9,-7895.97,-8170.22,-909.5,-1323.62,CENTRALBK
Tax,113.3,305.0,268.0,284.0,-1251.0,-1089.8,-2791.07,-2528.74,211.86,-436.03,CENTRALBK
Net profit,533.04,1014.96,-1262.84,606.45,-1418.19,-2439.1,-5104.9,-5641.48,-1121.35,-887.58,CENTRALBK
