Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,WELINV
Reserves,23.18,23.7,11.85,11.9,12.0,77.22,123.07,121.05,57.01,134.21,WELINV
Borrowings,10.12,,,,,,,,,,WELINV
Other Liabilities,0.42,0.07,0.06,0.06,0.05,0.55,0.48,0.04,0.06,0.3,WELINV
Total,37.37,27.42,15.56,15.61,15.7,81.42,127.2,124.74,60.72,138.16,WELINV
Net Block,,,,,,,,,,,WELINV
Capital Work in Progress,,,,,,,,,,,WELINV
Investments,23.77,20.17,14.49,14.49,14.49,81.29,126.99,124.45,58.9,137.84,WELINV
Other Assets,13.6,7.25,1.07,1.12,1.21,0.13,0.21,0.29,1.82,0.32,WELINV
Total,37.37,27.42,15.56,15.61,15.7,81.42,127.2,124.74,60.72,138.16,WELINV
Receivables,,,,,,,,,,,WELINV
Inventory,,,,,,,,,,,WELINV
Cash & Bank,5.08,7.1,0.92,0.98,1.15,0.08,0.13,0.11,0.12,0.11,WELINV
No. of Equity Shares,3654476.0,3654476.0,3654476.0,3654476.0,3654476.0,3654476.0,3654476.0,3654476.0,3654476.0,3654476.0,WELINV
New Bonus Shares,,,,,,,,,,,WELINV
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,WELINV
