Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Equity Share Capital,39.07,39.07,39.07,39.07,39.07,39.07,39.07,57.66,57.66,63.63,ZYDUSWELL
Reserves,147.79,217.47,286.49,366.97,439.5,518.12,652.12,3267.58,3157.04,3955.66,ZYDUSWELL
Borrowings,,,,,,25.0,25.0,1566.5,1516.44,49.91,ZYDUSWELL
Other Liabilities,53.8,49.05,47.74,44.94,19.19,22.54,22.97,62.42,71.62,47.25,ZYDUSWELL
Total,240.66,305.59,373.3,450.98,497.76,604.73,739.16,4954.16,4802.76,4116.45,ZYDUSWELL
Net Block,52.77,51.38,53.13,44.42,42.95,40.31,38.42,37.24,42.72,44.05,ZYDUSWELL
Capital Work in Progress,,,,,0.07,0.09,0.22,1.13,1.47,0.87,ZYDUSWELL
Investments,47.71,95.73,145.65,100.27,209.26,254.08,293.62,3689.52,3527.58,3671.25,ZYDUSWELL
Other Assets,140.18,158.48,174.52,306.29,245.48,310.25,406.9,1226.27,1230.99,400.28,ZYDUSWELL
Total,240.66,305.59,373.3,450.98,497.76,604.73,739.16,4954.16,4802.76,4116.45,ZYDUSWELL
Receivables,0.36,0.46,0.23,0.33,0.27,0.46,1.04,6.29,0.55,1.71,ZYDUSWELL
Inventory,6.04,6.74,4.63,4.11,3.68,6.26,6.26,5.68,12.34,15.18,ZYDUSWELL
Cash & Bank,127.17,146.15,163.93,294.79,234.3,294.78,392.2,42.98,29.8,84.0,ZYDUSWELL
No. of Equity Shares,39072089.0,39072089.0,39072089.0,39072089.0,39072089.0,39072089.0,39072089.0,57664144.0,57664144.0,63632144.0,ZYDUSWELL
New Bonus Shares,,,,,,,,,,,ZYDUSWELL
Face value,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,ZYDUSWELL
