Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,150.42,172.85,207.48,263.03,248.76,305.9,370.17,400.2,284.37,253.76,SHREEPUSHK
Raw Material Cost,134.03,137.97,143.88,166.83,166.21,217.62,279.34,260.14,177.43,139.56,SHREEPUSHK
Change in Inventory,19.01,8.09,-6.69,-28.62,-9.08,5.4,21.06,-13.69,-2.43,-13.02,SHREEPUSHK
Power and Fuel,5.98,7.0,9.6,11.13,10.8,11.5,14.64,16.08,16.34,16.31,SHREEPUSHK
Other Mfr. Exp,1.73,2.72,4.56,8.08,6.5,8.38,10.69,9.32,7.49,10.01,SHREEPUSHK
Employee Cost,3.76,4.8,7.97,9.11,10.17,12.77,16.99,26.73,20.79,20.37,SHREEPUSHK
Selling and admin,2.51,8.0,7.14,10.61,12.55,7.67,10.95,11.68,15.38,18.49,SHREEPUSHK
Other Expenses,1.39,-2.27,-1.54,-2.9,1.09,1.5,1.47,4.07,3.61,4.51,SHREEPUSHK
Other Income,0.26,0.59,0.27,0.29,2.54,2.16,1.7,2.42,3.31,6.42,SHREEPUSHK
Depreciation,3.39,4.05,4.64,3.62,3.8,5.49,6.91,8.21,8.99,8.87,SHREEPUSHK
Interest,9.62,10.28,10.62,5.42,1.97,2.54,2.28,2.01,1.08,0.93,SHREEPUSHK
Profit before tax,7.28,8.98,14.19,22.8,29.13,45.99,49.66,50.69,34.14,28.11,SHREEPUSHK
Tax,1.93,1.74,3.75,4.15,6.84,15.78,16.49,14.23,3.06,4.94,SHREEPUSHK
Net profit,5.35,7.25,10.44,18.65,22.29,30.22,33.17,36.45,31.09,23.17,SHREEPUSHK
