Report Date,2012-03-31 00:00:00,2013-03-31 00:00:00,2014-03-31 00:00:00,2015-03-31 00:00:00,2016-03-31 00:00:00,2017-03-31 00:00:00,2018-03-31 00:00:00,2019-03-31 00:00:00,2020-03-31 00:00:00,2021-03-31 00:00:00,Company_Name
Sales,661.39,723.33,685.32,745.51,841.22,844.41,827.06,751.56,564.68,281.55,AARVEEDEN
Raw Material Cost,444.22,448.74,454.22,459.84,481.32,522.74,542.71,470.44,348.38,134.42,AARVEEDEN
Change in Inventory,28.53,37.51,45.87,-2.32,-24.68,12.65,41.91,38.24,1.56,-64.09,AARVEEDEN
Power and Fuel,69.15,92.56,89.18,96.91,105.11,112.23,112.34,117.86,92.52,39.47,AARVEEDEN
Other Mfr. Exp,34.98,40.61,42.62,48.43,62.04,59.84,49.0,39.59,26.02,13.47,AARVEEDEN
Employee Cost,28.28,32.99,37.49,44.43,52.27,54.3,55.66,54.39,43.17,19.29,AARVEEDEN
Selling and admin,19.51,16.19,17.58,19.12,28.8,24.91,20.73,18.12,15.44,13.12,AARVEEDEN
Other Expenses,9.92,6.95,13.89,8.22,9.69,10.91,8.29,7.18,4.82,3.44,AARVEEDEN
Other Income,0.83,1.64,2.41,2.74,-0.89,1.68,2.54,2.79,-0.08,5.77,AARVEEDEN
Depreciation,25.69,30.96,32.85,30.71,30.64,33.48,32.94,33.98,38.35,32.15,AARVEEDEN
Interest,36.81,37.55,39.36,34.88,37.32,37.63,43.46,49.3,52.98,50.95,AARVEEDEN
Profit before tax,22.19,55.93,6.41,3.39,8.46,2.7,6.38,1.73,-55.52,-83.08,AARVEEDEN
Tax,8.15,10.92,3.23,3.21,1.44,0.94,0.77,0.64,-13.6,-18.89,AARVEEDEN
Net profit,14.03,45.02,3.18,0.19,7.03,1.76,5.61,1.09,-41.93,-64.19,AARVEEDEN
