date,open,high,low,close,volume
2021-01-01 00:00:00+05:30,85,89.8,84.8,89.1,4001702
2021-01-04 00:00:00+05:30,89.85,91.5,88.3,89.35,4772934
2021-01-05 00:00:00+05:30,88.2,90.8,87.6,89.65,3205184
2021-01-06 00:00:00+05:30,89.6,90.5,87.3,88.55,2915411
2021-01-07 00:00:00+05:30,89.35,93.5,88.55,92.9,7124276
2021-01-08 00:00:00+05:30,93.7,94.2,91.55,92.4,4179333
2021-01-11 00:00:00+05:30,92.4,92.85,89.6,90.75,2621384
2021-01-12 00:00:00+05:30,90.7,92.25,87.3,90.45,2518994
2021-01-13 00:00:00+05:30,90.55,93.3,89.2,91.3,3457441
2021-01-14 00:00:00+05:30,90.6,92.4,90.3,91.55,2111500
2021-01-15 00:00:00+05:30,92.2,94.65,90.7,93.3,7789711
2021-01-18 00:00:00+05:30,93.6,93.65,87.75,89.65,3392927
2021-01-19 00:00:00+05:30,90.55,92.15,90.05,91.4,2176961
2021-01-20 00:00:00+05:30,91.5,91.95,90,90.75,1784888
2021-01-21 00:00:00+05:30,91,91.7,86.8,87.25,2898765
2021-01-22 00:00:00+05:30,87.45,88.55,85.55,86.5,2150929
2021-01-25 00:00:00+05:30,87.3,87.6,83.75,84.1,2419729
2021-01-27 00:00:00+05:30,84.1,84.4,80,80.4,3228975
2021-01-28 00:00:00+05:30,79.05,83.1,78.85,81.35,2076009
2021-01-29 00:00:00+05:30,81.55,82.85,79.75,80.8,1947233
2021-02-01 00:00:00+05:30,81.2,86.5,79.7,85.9,2710730
2021-02-02 00:00:00+05:30,86.5,87.5,83.8,84.75,3655563
2021-02-03 00:00:00+05:30,85.6,90.3,84.4,89.45,4112369
2021-02-04 00:00:00+05:30,89.45,91.5,87.55,90.4,3877014
2021-02-05 00:00:00+05:30,91,91.9,89.4,90.15,3654733
2021-02-08 00:00:00+05:30,91.55,92.7,88.7,91.9,6890154
2021-02-09 00:00:00+05:30,92.25,92.4,88.65,89.15,2739403
2021-02-10 00:00:00+05:30,89.1,90.85,88.65,89.3,2128773
2021-02-11 00:00:00+05:30,89.3,90.3,88.6,89.05,1720424
2021-02-12 00:00:00+05:30,89.35,89.7,88.15,88.7,1305619
2021-02-15 00:00:00+05:30,89.95,95,89.6,94.1,13155903
2021-02-16 00:00:00+05:30,94.8,101.85,94.45,97.75,19806981
2021-02-17 00:00:00+05:30,97.75,104.8,97.35,104.05,13781651
2021-02-18 00:00:00+05:30,105.5,107.6,102.4,104.1,10635411
2021-02-19 00:00:00+05:30,103.5,104.65,96.1,98.65,7567849
2021-02-22 00:00:00+05:30,98.5,110.25,98.5,106.15,26430475
2021-02-23 00:00:00+05:30,107,113.9,105.3,112.8,16631461
2021-02-24 00:00:00+05:30,113.65,124.9,112.85,122.35,17590947
2021-02-25 00:00:00+05:30,125.25,127.35,118.35,120.8,13709277
2021-02-26 00:00:00+05:30,117.5,125.45,114.95,123.65,13262514
2021-03-01 00:00:00+05:30,124.3,130.7,122.5,129.7,12882971
2021-03-02 00:00:00+05:30,130.1,130.1,125.4,126.75,3588936
2021-03-03 00:00:00+05:30,127.4,130.9,125.25,129.65,3813453
2021-03-04 00:00:00+05:30,127.9,134.9,126.35,130.65,3935421
2021-03-05 00:00:00+05:30,129.9,130.6,122.2,124.35,2670930
2021-03-08 00:00:00+05:30,126,133,124.5,131.25,3894234
2021-03-09 00:00:00+05:30,134.9,139.7,131.65,134.3,9577378
2021-03-10 00:00:00+05:30,135.55,137,132.5,134.35,2776312
2021-03-12 00:00:00+05:30,134.8,135.2,128.5,131.3,2937746
2021-03-15 00:00:00+05:30,132,132.15,125,127.9,2963954
2021-03-16 00:00:00+05:30,128.8,132.7,126.95,128.35,4777558
2021-03-17 00:00:00+05:30,131.2,134.9,124.5,125.75,4256074
2021-03-18 00:00:00+05:30,128.7,130.5,121.55,124.6,3157114
2021-03-19 00:00:00+05:30,122.4,123.65,115.55,120.8,3895703
2021-03-22 00:00:00+05:30,120.8,122.6,119.05,120.8,2094161
2021-03-23 00:00:00+05:30,121.45,123.95,120.9,122.7,2129656
2021-03-24 00:00:00+05:30,120.7,122.75,115,115.9,2419900
2021-03-25 00:00:00+05:30,116.85,120.25,112.5,117.95,4392651
2021-03-26 00:00:00+05:30,119,124.7,117,122.95,3692542
2021-03-30 00:00:00+05:30,124,124.2,118.5,119.05,2745079
2021-03-31 00:00:00+05:30,118.95,121.5,117.35,119.3,2184409
2021-04-01 00:00:00+05:30,120.05,123,120.05,121.55,2429443
2021-04-05 00:00:00+05:30,120.9,122.8,117.1,120.15,2769642
2021-04-06 00:00:00+05:30,120.5,122.65,118.5,119.35,2192623
2021-04-07 00:00:00+05:30,119.7,131.4,119.7,127.65,11270173
2021-04-08 00:00:00+05:30,129,130.8,125.55,127.8,4031328
2021-04-09 00:00:00+05:30,127.8,127.8,124.05,125.25,2159283
2021-04-12 00:00:00+05:30,120.5,120.95,112.8,113.5,4777532
2021-04-13 00:00:00+05:30,114,118,113.1,116.1,2685449
2021-04-15 00:00:00+05:30,121,123.4,117.35,119.65,7443237
2021-04-16 00:00:00+05:30,119.05,121.95,117.6,120.1,3856253
2021-04-19 00:00:00+05:30,116,116.8,113.3,115.55,2847571
2021-04-20 00:00:00+05:30,118,120.6,116,117.3,3698356
2021-04-22 00:00:00+05:30,116,118.35,115,117.25,1966765
2021-04-23 00:00:00+05:30,116.55,119,115.35,116.1,1608146
2021-04-26 00:00:00+05:30,117.2,117.8,112.5,113.05,3284687
2021-04-27 00:00:00+05:30,113.9,121.6,113.5,118.45,5325076
2021-04-28 00:00:00+05:30,119.35,120.6,117.15,118.5,2348655
2021-04-29 00:00:00+05:30,119,119.8,115.55,115.9,1869582
2021-04-30 00:00:00+05:30,114.8,116.45,113.35,114.55,2019593
2021-05-03 00:00:00+05:30,114,116.4,113,114.85,1998811
2021-05-04 00:00:00+05:30,115.4,118.75,113.5,114.15,2413240
2021-05-05 00:00:00+05:30,115,115.9,113.7,114.25,1433173
2021-05-06 00:00:00+05:30,114.7,118.5,113.65,116.15,3411290
2021-05-07 00:00:00+05:30,117,117.45,115,115.9,1877462
2021-05-10 00:00:00+05:30,116.5,124.4,115.6,122,10914611
2021-05-11 00:00:00+05:30,121,125.35,118.1,119.75,5075099
2021-05-12 00:00:00+05:30,120.45,123,118.65,119.4,2806739
2021-05-14 00:00:00+05:30,121.6,123.4,119.05,121.4,4364849
2021-05-17 00:00:00+05:30,127,129.35,123.4,125.45,11168966
2021-05-18 00:00:00+05:30,126.9,129.9,125.4,126.75,7333321
2021-05-19 00:00:00+05:30,125.9,130.85,125.55,128.25,5724702
2021-05-20 00:00:00+05:30,129,129.5,125.6,126.55,2800737
2021-05-21 00:00:00+05:30,127.25,128.95,124.7,125.2,5772544
2021-05-24 00:00:00+05:30,125.45,127,124.4,125.95,2507400
