date,open,high,low,close,volume
2021-01-01 00:00:00+05:30,127.8,129,126,126.8,96677
2021-01-04 00:00:00+05:30,128,134.4,128,131.5,574163
2021-01-05 00:00:00+05:30,131.05,131.85,128.35,130,176293
2021-01-06 00:00:00+05:30,131,132.75,126.75,129.65,279087
2021-01-07 00:00:00+05:30,131,133.6,127.9,132.2,296464
2021-01-08 00:00:00+05:30,132.5,137.45,132.1,132.65,481105
2021-01-11 00:00:00+05:30,134.2,135.8,129,130.1,215021
2021-01-12 00:00:00+05:30,130,133.15,128.85,130.55,122884
2021-01-13 00:00:00+05:30,131.25,133,127.45,128.6,213650
2021-01-14 00:00:00+05:30,128.55,130.7,128,129.15,65520
2021-01-15 00:00:00+05:30,129.5,129.65,123,123.95,181677
2021-01-18 00:00:00+05:30,123.95,127.5,121.25,122.6,119444
2021-01-19 00:00:00+05:30,123.6,125.7,123.6,124.45,79055
2021-01-20 00:00:00+05:30,124.05,132.3,124.05,131,7073390
2021-01-21 00:00:00+05:30,135,137.75,128,129.4,930252
2021-01-22 00:00:00+05:30,131.4,136.35,127.45,130.5,870501
2021-01-25 00:00:00+05:30,132,132.5,124.5,124.9,218862
2021-01-27 00:00:00+05:30,125.9,126.4,122.5,123.75,202791
2021-01-28 00:00:00+05:30,123,126.5,122.5,124.75,132812
2021-01-29 00:00:00+05:30,127.1,127.95,123,123.7,92016
2021-02-01 00:00:00+05:30,123,128,122.65,126.95,108431
2021-02-02 00:00:00+05:30,127.6,129.5,124.9,126.05,143511
2021-02-03 00:00:00+05:30,126.1,131.65,126.1,130.55,207162
2021-02-04 00:00:00+05:30,131.8,138.9,129.7,137.65,710989
2021-02-05 00:00:00+05:30,138.05,147.3,136.6,142.25,1258729
2021-02-08 00:00:00+05:30,145,150.95,143,145.7,632353
2021-02-09 00:00:00+05:30,145,146.45,139,139.65,235272
2021-02-10 00:00:00+05:30,140.35,142.5,136.55,138.3,165891
2021-02-11 00:00:00+05:30,136.5,143.6,136.5,141.9,135649
2021-02-12 00:00:00+05:30,142,152.2,142,147.85,537618
2021-02-15 00:00:00+05:30,157.7,166.85,153,161.4,1372882
2021-02-16 00:00:00+05:30,163.45,173.9,160.05,168.6,1015973
2021-02-17 00:00:00+05:30,169.8,169.85,162.55,163.35,302769
2021-02-18 00:00:00+05:30,164.4,173,164.1,165.5,477983
2021-02-19 00:00:00+05:30,166,166.6,158.1,160.1,224092
2021-02-22 00:00:00+05:30,160.1,161.85,151.3,155.15,260971
2021-02-23 00:00:00+05:30,155.15,163.1,155.15,161.1,211538
2021-02-24 00:00:00+05:30,161.85,163,157.9,158.4,77418
2021-02-25 00:00:00+05:30,159.05,166.5,157.3,164.65,183925
2021-02-26 00:00:00+05:30,160.5,164.5,157.75,160.85,148786
2021-03-01 00:00:00+05:30,161.9,164.75,159.15,160,112701
2021-03-02 00:00:00+05:30,160.8,163.8,159.65,162.3,139254
2021-03-03 00:00:00+05:30,163.45,175.9,163.45,173.4,626626
2021-03-04 00:00:00+05:30,171.95,177.5,170,171.9,386677
2021-03-05 00:00:00+05:30,172.75,175.8,165.25,168.25,234736
